"","990
011","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
015","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","12","4.000","33.3",".",".",".",".",".",".","58.3","",".",".","",".","8.3",".",".",".","."
"Independent Work","999
011","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"COMP LIT
260","Dept. Total","500","3.357","34.2","29.0","20.6","5.4","4.6","1.0","1.8","1.8","",".",".","",".","0.2","0.4","0.8","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","99","3.319","25.3","36.4","27.3","4.0","4.0",".","2.0",".","",".",".","",".",".",".","1.0",".","."
"Sophomore","","183","3.280","30.1","30.6","23.0","6.6","5.5","1.6","2.2",".","",".",".","",".",".",".","0.5",".","."
"Junior","","65","3.180","26.2","27.7","21.5","10.8","4.6","3.1","3.1",".","",".",".","",".",".","3.1",".",".","."
"Senior","","78","3.310","26.9","34.6","20.5","5.1","7.7",".","1.3","2.6","",".",".","",".",".",".","1.3",".","."
"Undergraduates","","425","3.279","27.8","32.2","23.3","6.4","5.4","1.2","2.1","0.5","",".",".","",".",".","0.5","0.7",".","."
"Special","","3","3.850","66.7","33.3",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","72","3.879","70.8","9.7","5.6",".",".",".",".","9.7","",".",".","",".","1.4",".","1.4","1.4","."
"","Dept. Total","500","3.357","34.2","29.0","20.6","5.4","4.6","1.0","1.8","1.8","",".",".","",".","0.2","0.4","0.8","0.2","."
