"","990
011","","2","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
012","","5","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
013","","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","","13","4.000","30.8",".",".",".","",".","",".","",".","46.2","",".",".","",".","23.1","",".",".",".","."
"PHMCOL-M
724","Dept. Total","","63","3.797","60.3","12.7","12.7",".","",".","",".","",".","9.5","",".",".","",".","4.8","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","4","3.818","75.0",".","25.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","","1","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","58","3.813","60.3","13.8","10.3",".","",".","",".","",".","10.3","",".",".","",".","5.2","",".",".",".","."
"","Dept. Total","","63","3.797","60.3","12.7","12.7",".","",".","",".","",".","9.5","",".",".","",".","4.8","",".",".",".","."
