"","990
004","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
014","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
018","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research&Thesis-Neurophy","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROPHY
680","Dept. Total","","10","3.581","40.0","10.0","10.0","20.0","",".","",".","",".","20.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","2.500",".",".",".","66.7","",".","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","2.667",".",".","25.0","50.0","",".","",".","",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","6","3.955","66.7","16.7",".",".","",".","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","10","3.581","40.0","10.0","10.0","20.0","",".","",".","",".","20.0","",".",".","",".","",".","",".",".",".","."
