"","699
006","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
045","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","699
063","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","22","3.943","90.9","9.1",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"DANCE
741","Dept. Total","974","3.735","54.0","17.6","7.5","1.7","0.5","0.2","0.1","16.6","0.2",".","",".","",".","0.1","0.5","0.3","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","88","3.694","61.4","17.0","10.2","4.5","1.1",".",".","3.4",".",".","",".","",".",".",".","1.1","1.1"
"Sophomore","","168","3.828","72.6","16.1","6.0","1.2","0.6","0.6",".","1.8",".",".","",".","",".",".","0.6","0.6","."
"Junior","","210","3.664","52.9","18.6","11.9","1.9","0.5",".","0.5","10.0",".",".","",".","",".","0.5","1.4","0.5","1.4"
"Senior","","431","3.734","49.0","18.1","6.0","1.6","0.5","0.2",".","24.1","0.2",".","",".","",".",".","0.2",".","."
"Undergraduates","","897","3.732","55.5","17.7","7.8","1.9","0.6","0.2","0.1","14.6","0.1",".","",".","",".","0.1","0.6","0.3","0.4"
"Special","","22","3.844","63.6","27.3",".",".",".",".",".","9.1",".",".","",".","",".",".",".",".","."
"Graduate","","51","3.731","27.5","11.8","5.9",".",".",".",".","49.0","2.0",".","",".","",".",".",".",".","3.9"
"Prof Yr 1","","2","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","2","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"Professionals","","4","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"","Dept. Total","974","3.735","54.0","17.6","7.5","1.7","0.5","0.2","0.1","16.6","0.2",".","",".","",".","0.1","0.5","0.3","0.6"
