"","990
049","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
050","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
052","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","23","4.000","43.5",".",".",".",".","",".","",".","56.5","",".",".","",".","",".","",".",".",".","."
"PATH
704","Dept. Total","533","3.315","20.6","28.1","41.3","3.0","3.8","",".","",".","2.8","",".",".","",".","",".","",".",".","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","19","3.134",".","31.6","63.2","5.3",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","89","3.169","1.1","38.2","52.8","6.7",".","",".","",".",".","",".",".","",".","",".","",".",".","1.1","."
"Senior","","87","3.194","1.1","40.2","55.2","3.4",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","195","3.176","1.0","38.5","54.9","5.1",".","",".","",".",".","",".",".","",".","",".","",".",".","0.5","."
"Special","","8","3.471","12.5","50.0","12.5",".",".","",".","",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","89","3.627","44.9","23.6","12.4","2.2","2.2","",".","",".","14.6","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","241","3.311","28.6","20.3","41.5","1.7","7.5","",".","",".",".","",".",".","",".","",".","",".",".",".","0.4"
"Prof Yr 2","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","3.700","50.0","50.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","245","3.314","29.0","20.4","41.2","1.6","7.3","",".","",".",".","",".",".","",".","",".","",".",".",".","0.4"
"","Dept. Total","537","3.315","21.2","27.9","41.0","3.0","3.7","",".","",".","2.8","",".",".","",".","",".","",".",".","0.2","0.2"
