"","699
008","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
014","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
017","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","6","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"COMP BIO
934","Dept. Total","582","3.076","14.6","17.4","46.7","12.2","8.4","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","2","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","6","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","2.333",".",".",".","50.0","50.0",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","408","3.047","13.0","16.7","46.3","13.2","10.0","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","164","3.162","15.9","20.1","50.6","8.5","4.3","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","2.500",".",".",".","100.0",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","574","3.071","13.8","17.6","47.4","12.2","8.4","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","582","3.076","14.6","17.4","46.7","12.2","8.4","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
