"CAVE","","","","","","","","","","","","","","","","","","","",""
"CONTINUING AND VOCATIONAL  Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"268
C A V E","","","","","","","","","","","","","","","","","","","",""
"C A V E
Dept. Total
268","268","3.721","52.6","18.3","9.3","2.2","0.7","0.4","",".","7.8","0.4",".","",".","4.9","2.6",".","0.4","0.4"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"268
C A V E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","9","3.500","44.4","22.2","11.1","22.2",".",".","",".",".",".",".","",".",".",".",".",".","."
"Junior","22","3.356","31.8","31.8","13.6","9.1","9.1","4.5","",".",".",".",".","",".",".",".",".",".","."
"Senior","83","3.669","56.6","22.9","18.1","2.4",".",".","",".",".",".",".","",".",".",".",".",".","."
"Undergraduates","114","3.602","50.9","24.6","16.7","5.3","1.8","0.9","",".",".",".",".","",".",".",".",".",".","."
"Special","19","3.622","42.1","31.6","21.1",".",".",".","",".",".",".",".","",".",".",".",".","5.3","."
"Graduate","135","3.905","55.6","11.1","1.5",".",".",".","",".","15.6","0.7",".","",".","9.6","5.2",".",".","0.7"
"Dept. Total","268","3.721","52.6","18.3","9.3","2.2","0.7","0.4","",".","7.8","0.4",".","",".","4.9","2.6",".","0.4","0.4"
