"","990
024","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
033","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
037","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","21","4.000","23.8",".",".",".",".",".",".","57.1","",".",".","",".","14.3","4.8",".",".","."
"LANGASIA
910","Dept. Total","327","3.665","57.2","19.0","10.1","2.4","1.2","0.3","0.6","6.1","",".",".","",".","0.9","0.9","0.6",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"910
LANGASIA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.674","11.1","22.2","22.2","22.2","11.1",".","11.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","28","3.541","39.3","25.0","25.0","3.6",".",".",".",".","",".",".","",".",".","3.6",".",".","3.6"
"Junior","","50","3.492","40.0","30.0","16.0","10.0","2.0","2.0",".",".","",".",".","",".",".",".",".",".","."
"Senior","","60","3.707","56.7","25.0","8.3",".","3.3",".",".","3.3","",".",".","",".",".",".","3.3",".","."
"Undergraduates","","147","3.511","44.9","26.5","15.0","5.4","2.7","0.7","0.7","1.4","",".",".","",".",".","0.7","1.4",".","0.7"
"Special","","47","3.726","68.1","21.3","8.5",".",".",".","2.1",".","",".",".","",".",".",".",".",".","."
"Graduate","","133","3.867","66.9","9.8","5.3",".",".",".",".","13.5","",".",".","",".","2.3","1.5",".",".","0.8"
"","Dept. Total","327","3.665","57.2","19.0","10.1","2.4","1.2","0.3","0.6","6.1","",".",".","",".","0.9","0.9","0.6",".","0.6"
