"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
002","23","3.739","73.9","13.0","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","004
101","23","2.614","13.0","26.1","13.0","4.3","26.1","4.3","8.7",".","4.3",".",".",".",".",".",".","."
"","006
101","24","3.042","33.3","12.5","29.2","4.2","12.5","4.2","4.2",".",".",".",".",".",".",".",".","."
"","101
007","23","3.409","43.5","26.1","17.4",".","4.3",".","4.3","4.3",".",".",".",".",".",".",".","."
"","008
101","24","3.477","54.2","12.5","12.5","8.3",".",".","4.2","4.2",".",".",".",".",".",".","4.2","."
"","011
101","23","3.500","56.5","8.7","13.0","4.3","4.3","4.3",".","8.7",".",".",".",".",".",".",".","."
"","101
012","24","3.326","37.5","25.0","16.7","12.5",".",".","4.2","4.2",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","164","3.299","44.5","17.7","15.2","5.5","7.3","1.8","3.7","3.0","0.6",".",".",".",".",".","0.6","."
"","102
002","25","3.317","48.0","12.0","24.0","4.0","8.0","4.0",".",".",".",".",".",".",".",".",".","."
"","003
102","18","2.882","33.3","11.1","16.7","11.1","11.1",".","11.1",".",".",".",".",".",".","5.6",".","."
"","102
004","22","3.425","36.4","18.2","22.7","13.6",".",".",".","9.1",".",".",".",".",".",".",".","."
"","005
102","23","2.848","26.1","13.0","21.7","8.7","21.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"","102
006","22","3.750","81.8","4.5","9.1",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","007
102","24","3.271","33.3","12.5","37.5","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","102
008","23","3.283","26.1","21.7","39.1","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
009","23","2.957","13.0","26.1","21.7","17.4","21.7",".",".",".",".",".",".",".",".",".",".","."
"","010
102","24","3.000","29.2","16.7","16.7","8.3","20.8",".","4.2","4.2",".",".",".",".",".",".",".","."
"","102
011","23","3.304","30.4","17.4","34.8","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"","012
102","21","3.450","42.9","19.0","19.0","9.5","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","102
013","23","2.913","34.8","21.7","13.0","4.3","13.0",".","13.0",".",".",".",".",".",".",".",".","."
"","014
102","22","3.182","27.3","27.3","18.2","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","015
102","21","3.375","42.9","14.3","23.8",".","14.3",".",".",".",".",".",".",".",".",".",".","4.8"
"","102
016","23","3.043","21.7","30.4","21.7","4.3","13.0","8.7",".",".",".",".",".",".",".",".",".","."
"","102
017","20","2.925","20.0","20.0","25.0","5.0","25.0","5.0",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","357","3.183","34.2","17.9","23.0","8.1","11.5","1.7","2.0","1.1",".",".",".",".",".","0.3",".","0.3"
"","203
001","20","3.247","35.0","25.0","20.0","15.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"","203
002","20","3.000","10.0","30.0","40.0","10.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","003
203","19","3.028","15.8","26.3","31.6",".","15.8","5.3",".",".",".",".",".",".",".","5.3",".","."
"","004
203","23","2.727","4.3","13.0","39.1","4.3","34.8",".",".",".",".",".",".",".",".","4.3",".","."
"","203
005","19","3.368","31.6","26.3","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","203
006","17","2.853","23.5","23.5","11.8","5.9","29.4",".","5.9",".",".",".",".",".",".",".",".","."
"","203
007","23","3.318","34.8","17.4","21.7","17.4","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","203
008","23","2.717","17.4","4.3","30.4","17.4","21.7","8.7",".",".",".",".",".",".",".",".",".","."
"","203
009","23","3.370","21.7","34.8","39.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
010","21","2.905","9.5","33.3","28.6","4.8","19.0",".","4.8",".",".",".",".",".",".",".",".","."
"","011
203","24","2.708","12.5","20.8","29.2","12.5","12.5","4.2","8.3",".",".",".",".",".",".",".",".","."
"","203
012","20","2.900","10.0","20.0","45.0","10.0","5.0","10.0",".",".",".",".",".",".",".",".",".","."
"","203
013","23","3.348","43.5","21.7","21.7","4.3","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","203
014","22","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
016","23","3.326","21.7","39.1","26.1","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","017
203","24","3.109","12.5","33.3","29.2","12.5","4.2","4.2",".",".",".",".",".",".",".","4.2",".","."
"Third Semester Spanish","Course Total","344","3.100","21.8","25.3","29.1","8.4","10.2","2.0","2.0","0.3",".",".",".",".",".","0.9",".","."
"","001
204","24","3.410","33.3","25.0","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","18","3.088","11.1","27.8","38.9","11.1",".","5.6",".","5.6",".",".",".",".",".",".",".","."
"","204
003","18","3.056","16.7","11.1","50.0","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
