"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"CLINICAL LABORATORY SCIEN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","",""
"Intro-Cl Lab Sci Procedures","310
001","20","3.025","10.0","15.0","60.0",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"Prin of Clin Lab Instr I","404
001","16","3.156","31.3","12.5","31.3","6.3","18.8",".",".",".",".",".",".",".",".",".",".","."
"Hematology-The White Cell","513
001","20","3.475","30.0","35.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hemostasis and Coagulation","514
001","20","3.350","15.0","40.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select,Eval,&Cntrl Lab Meth","520
001","20","3.350","45.0","5.0","35.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Chem-Specl Meth&Instrmntn","522
001","20","3.375","10.0","55.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chemistry-Toxicology","523
001","20","3.425","15.0","55.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chemistry-Endocrine Methods","524
001","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Microbio-Mycolgy/Parasitlgy","532
001","20","3.300","45.0",".","40.0",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"Clin Immunol & Applied Tech","560
001","20","3.575","30.0","55.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Lab Practice","572
001","20","3.786","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"CLNLABSC
628","Dept. Total","216","3.392","33.3","30.6","30.1","0.9","5.1",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","2.500",".",".","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".","."
"Junior","","21","2.990","14.3","9.5","57.1",".","19.0",".",".",".",".",".",".",".",".",".",".","."
"Senior","","193","3.450","35.8","33.2","26.9","1.0","3.1",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","216","3.392","33.3","30.6","30.1","0.9","5.1",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","216","3.392","33.3","30.6","30.1","0.9","5.1",".",".",".",".",".",".",".",".",".",".","."
