"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1095","3.375","40.8","21.4","16.5","5.9","5.1","1.8","0.9","3.7","0.1","1.0",".","1.4","0.5","0.2","0.4","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","80","3.236","30.0","27.5","18.8","15.0","5.0","1.3","2.5",".",".",".",".",".",".",".",".","."
"Sophomore","","187","3.292","34.2","27.3","22.5","5.9","5.9","3.7",".",".",".",".",".",".","0.5",".",".","."
"Junior","","171","3.211","29.2","25.7","19.9","9.9","8.2","2.3","1.8","0.6",".",".",".",".","0.6","0.6",".","1.2"
"Senior","","364","3.348","39.3","23.4","18.4","5.2","6.6","1.6","1.4","3.6","0.3",".",".",".","0.3",".",".","."
"Undergraduates","","802","3.293","35.0","25.2","19.7","7.4","6.6","2.2","1.2","1.7","0.1",".",".",".","0.4","0.1",".","0.2"
"Special","","34","3.500","47.1","11.8","17.6","2.9","5.9","2.9",".","2.9",".",".",".",".",".","2.9","5.9","."
"Graduate","","255","3.756","57.6","10.6","6.7","2.0","0.4","0.4",".","10.2",".","4.3",".","5.9","1.2",".","0.8","."
"Prof Yr 3","","4","3.923","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","4","3.923","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","1095","3.375","40.8","21.4","16.5","5.9","5.1","1.8","0.9","3.7","0.1","1.0",".","1.4","0.5","0.2","0.4","0.2"
