"POLITICAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"699","009","","24","3.971","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","108","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","199","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","55","3.775","78.2","7.3","3.6","5.5","1.8",".","1.8",".",".",".",".","1.8",".",".",".","."
"817
Empiricl Meth-Polit Inquiry","001","","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"827
Interest Grps-Amer Politics","001","","8","3.857","62.5","25.0",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"832","001","","13","3.917","76.9","15.4",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"832","002","","14","3.833","57.1","28.6",".",".",".",".",".","7.1",".",".",".",".","7.1",".",".","."
"Concepts-Political Theory","Course Total","","27","3.875","66.7","22.2",".",".",".",".",".","3.7",".",".",".",".","7.4",".",".","."
"840
Political Economy","001","","7","3.833","57.1","28.6",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"852
Compar Politics-Dev Nations","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"863
The Judicial Process","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"869
Intro to Policy Analysis","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"873
American Party System","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"890
Fed Budget&Tax Policy&Admin","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"904
Seminar-American Politics","001","","13","3.792","53.8","38.5",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"950
Smr:Compar Pol-West Nations","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Smr-International Relations","001","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"967
Seminar: Asian Politics","001","","7","3.125","14.3","14.3","14.3",".","14.3",".",".","42.9",".",".",".",".",".",".",".","."
"974","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"974","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Public Affairs","Course Total","","2","***","","","","","","","","","","","","","","","",""
"982
Smr-Latin American Area","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","6","4.000","16.7",".",".",".",".",".",".","33.3",".",".",".","50.0",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","6","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"990","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 267 of 374",""
