"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","22","3.933","90.9","4.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","40","3.951","92.5","5.0",".","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"729
Advanced Topics","001","","9","3.714","55.6",".","22.2",".",".",".",".",".",".",".",".",".",".",".","22.2","."
"872
Topic-Macromoleculr/Biophys","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"903
Smr-Membrane Biochem (Adv)","001","","18","4.000","55.6",".",".",".",".",".",".","44.4",".",".",".",".",".",".",".","."
"905
Smr-Biomolec Structur (Adv)","001","","22","3.708","27.3","22.7","4.5",".",".",".",".","45.5",".",".",".",".",".",".",".","."
"907
Smr-Molecular Genetics(Adv)","001","","16","4.000","37.5",".",".",".",".",".",".","62.5",".",".",".",".",".",".",".","."
"908
Smr:Nitrogen Fixation (Adv)","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"909
Smr-Enzymology (Advanced)","001","","14","4.000","35.7",".",".",".",".",".",".","64.3",".",".",".",".",".",".",".","."
"910
Smr-Molecular Virolgy (Adv)","001","","16","4.000","18.8",".",".",".",".",".",".","81.3",".",".",".",".",".",".",".","."
"911
Smr:Molec Mech-Hormone Act","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"913
Smr-RiboGroup (Advanced)","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914
Smr-Molecular Biosci (Adv)","001","","17","4.000","41.2",".",".",".",".",".",".","58.8",".",".",".",".",".",".",".","."
"932","001","","16","3.563","56.3",".","43.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"932","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Biotechnol Traing Prgm Smr","Course Total","","19","3.474","47.4",".","52.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","8","4.000","12.5",".",".",".",".",".",".","25.0",".",".",".","62.5",".",".",".","."
"990","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","6","4.000","16.7",".",".",".",".",".",".","33.3",".",".",".","50.0",".",".",".","."
"990","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","043","","7","4.000","42.9",".",".",".",".",".",".","42.9",".",".",".","14.3",".",".",".","."
"990","044","","6","3.000",".",".","16.7",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"990","046","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 12 of 374"
