"BUS","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","709","3.251","36.2","17.5","26.2","10.9","7.8","0.7","0.1","0.4","",".",".","",".","0.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","88","3.089","12.5","18.2","50.0","13.6","5.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","352","2.992","15.6","17.3","36.1","15.1","14.2","1.4","0.3",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","440","3.011","15.0","17.5","38.9","14.8","12.5","1.1","0.2",".","",".",".","",".",".","",".",".",".","."
"Special","","10","3.729","70.0","20.0",".","10.0",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","258","3.802","71.3","17.4","5.4","4.3",".",".",".","1.2","",".",".","",".","0.4","",".",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","709","3.251","36.2","17.5","26.2","10.9","7.8","0.7","0.1","0.4","",".",".","",".","0.1","",".",".",".","."
