"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","231","009","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","6","3.800","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","083","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","20","3.902","85.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","233","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","233","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Viola","","Course Total","5","***","","","","","","","","","","","","","","","",""
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","111","7","3.714","42.9","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","14.3"
"Elem/Intmed Cello","","Course Total","8","3.750","50.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","12.5"
"Elem/Intmed String Bass","237","066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Composition","248","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Organ","303","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Horn","317","114","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","025","11","3.762","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Techniques: Cello","335","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","113","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","348","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","008","6","3.786","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","029","7","3.875","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","047","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","18","3.870","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","9","3.938","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","24","3.914","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","10","3.867","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Oboe","409","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","411","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","411","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Advanced Saxophone","413","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
