"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practcm-Secondry Sch French","246
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practcm-Secondry Sch German","247
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Latin","255
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Practm:Secondry Sch Spanish","256
001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","14","",".",".",".",".",".",".",".",".",".","92.9",".",".",".",".",".","7.1"
"Practm-Secondry Sch English","296
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","25","3.920","88.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","25","3.958","88.0","8.0",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","305
003","","23","3.773","56.5","34.8","4.3",".",".",".",".",".",".",".",".",".",".",".","4.3","."
"Tchg Rdg & Other Lang Arts","Course Total","","73","3.887","78.1","16.4","2.7",".",".",".",".",".",".",".",".",".","1.4",".","1.4","."
"","001
322","","17","3.882","88.2","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art:Pre-Middle Schl","Course Total","","52","3.913","86.5","11.5",".","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Gen Music-Secndry Schl","334
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Instrumental Music-Sec","336
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
354","","22","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Music:Presch-Middl Sch","Course Total","","68","3.956","94.1","2.9","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of Latin","355
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
003","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama in Ed:Pre-Middle Schl","Course Total","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prac-Early Chldhd Ed-Kinder","363
001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","364
001","","25","3.660","80.0","8.0",".","4.0","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"","364
002","","29","3.966","96.6",".","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
003","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Educ:Preschl-Mid Schl","Course Total","","79","3.880","92.4","2.5","1.3","1.3","1.3",".","1.3",".",".",".",".",".",".",".",".","."
"","367
001","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
003","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
004","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prac-Rdg&Lang:Pre-Middl Sch","Course Total","","68","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","001
368","","21","3.786","76.2","14.3","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 83 of 374"
