"Theory-Interst & Life Insur","303
001","","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Life Contingencies II","651
001","","26","2.769","15.4","11.5","38.5","3.8","19.2","11.5",".","",".","",".","",".",".","",".","",".","",".",".","."
"Loss Distrib&Crediblty Thry","652
001","","7","3.583","42.9","14.3","28.6",".",".",".",".","",".","",".","",".",".","",".","",".","","14.3",".","."
"ACT SCI
242","Dept. Total","","38","2.932","18.4","15.8","34.2","7.9","13.2","7.9","",".","",".","",".",".","",".","",".","",".","2.6",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","2.750",".",".","50.0","50.0",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","30","2.793","13.3","13.3","36.7","6.7","16.7","10.0","",".","",".","",".",".","",".","",".","",".","3.3",".","."
"Undergraduates","","","32","2.790","12.5","12.5","37.5","9.4","15.6","9.4","",".","",".","",".",".","",".","",".","",".","3.1",".","."
"Graduate","","","6","3.667","50.0","33.3","16.7",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","38","2.932","18.4","15.8","34.2","7.9","13.2","7.9","",".","",".","",".",".","",".","",".","",".","2.6",".","."
