"","699
017","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
021","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Seminar-Ancient History","801
001","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","607","3.151","27.3","23.9","22.2","8.7","9.1","3.0","1.8","2.5","0.3",".","",".","",".","",".","0.3","0.5","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","3.157","23.9","23.9","29.9","10.4","9.0","3.0",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","216","3.140","25.5","25.9","19.9","9.3","10.6","4.2","0.5","1.9",".",".","",".","",".","",".","0.5","0.9","0.9"
"Junior","","152","3.095","27.0","22.4","24.3","7.9","9.9","2.6","3.3","1.3","0.7",".","",".","",".","",".","0.7",".","."
"Senior","","159","3.170","28.9","23.9","22.0","8.8","6.9","1.9","3.1","3.8","0.6",".","",".","",".","",".",".",".","."
"Undergraduates","","594","3.138","26.6","24.2","22.7","8.9","9.3","3.0","1.9","2.0","0.3",".","",".","",".","",".","0.3","0.3","0.3"
"Special","","5","4.000","20.0",".",".",".",".",".",".","60.0",".",".","",".","",".","",".",".","20.0","."
"Graduate","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","607","3.151","27.3","23.9","22.2","8.7","9.1","3.0","1.8","2.5","0.3",".","",".","",".","",".","0.3","0.5","0.3"
