"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"992","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","025","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","040","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Physical","Course Total","","44","4.000","52.3",".",".",".",".",".",".","36.4",".",".",".","11.4",".",".",".","."
"993","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"993","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"993","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"993","039","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"993","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"993","049","","9","4.000","22.2",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","."
"Research-Analytical","Course Total","","34","3.944","52.9",".","2.9",".",".",".",".","41.2",".",".",".","2.9",".",".",".","."
"994","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"994","009","","6","4.000","16.7",".",".",".",".",".",".","66.7",".",".",".","16.7",".",".",".","."
"994","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","011","","6","4.000","33.3",".",".",".",".",".",".","33.3",".",".",".","33.3",".",".",".","."
"994","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Inorganic","Course Total","","33","4.000","42.4",".",".",".",".",".",".","42.4",".",".",".","15.2",".",".",".","."
"995","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","042","","7","4.000","14.3",".",".",".",".",".",".","14.3",".",".",".","71.4",".",".",".","."
"Rsch-Macromolecular Chem","Course Total","","9","4.000","22.2",".",".",".",".",".",".","11.1",".",".",".","66.7",".",".",".","."
