"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","32","2.596","21.9","6.3","28.1","6.3","15.6","9.4","9.4",".",".",".",".",".",".",".",".","3.1"
"","100
002","34","2.941","23.5","11.8","29.4","5.9","26.5","2.9",".",".",".",".",".",".",".",".",".","."
"","100
003","34","2.824","17.6","5.9","41.2","11.8","14.7","8.8",".",".",".",".",".",".",".",".",".","."
"","004
100","27","2.944","25.9","11.1","29.6","7.4","18.5","7.4",".",".",".",".",".",".",".",".",".","."
"","100
005","34","2.515","8.8","8.8","23.5","11.8","41.2","2.9","2.9",".",".",".",".",".",".",".",".","."
"","100
006","25","2.720","8.0","16.0","40.0","8.0","16.0","12.0",".",".",".",".",".",".",".",".",".","."
"","100
007","35","2.714","8.6","11.4","40.0","11.4","22.9","2.9","2.9",".",".",".",".",".",".",".",".","."
"","100
008","34","2.926","20.6","17.6","35.3","2.9","14.7","5.9","2.9",".",".",".",".",".",".",".",".","."
"","100
009","35","2.771","31.4","8.6","17.1","2.9","25.7","11.4","2.9",".",".",".",".",".",".",".",".","."
"","010
100","26","2.942","26.9","7.7","30.8","11.5","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"","011
100","33","2.703","15.2","9.1","27.3","12.1","24.2","9.1",".",".",".",".",".",".",".",".",".","3.0"
"","100
012","35","2.929","20.0","14.3","31.4","5.7","25.7","2.9",".",".",".",".",".",".",".",".",".","."
"","013
100","31","2.855","16.1","12.9","32.3","9.7","25.8","3.2",".",".",".",".",".",".",".",".",".","."
"","014
100","32","2.750","28.1","9.4","12.5","9.4","31.3","6.3","3.1",".",".",".",".",".",".",".",".","."
"","100
015","35","2.957","28.6","8.6","25.7","5.7","28.6","2.9",".",".",".",".",".",".",".",".",".","."
"","100
016","30","2.533","10.0","10.0","33.3","3.3","30.0","10.0","3.3",".",".",".",".",".",".",".",".","."
"","017
100","30","2.817","23.3","10.0","30.0","13.3","13.3","3.3","6.7",".",".",".",".",".",".",".",".","."
"Introductory Accounting","Course Total","542","2.791","19.7","10.5","29.7","8.1","23.2","6.3","2.0",".",".",".",".",".",".",".",".","0.4"
"","211
001","45","3.089","17.8","17.8","40.0","13.3","11.1",".",".",".",".",".",".",".",".",".",".","."
"","211
002","50","2.960","18.0","22.0","34.0","2.0","16.0","8.0",".",".",".",".",".",".",".",".",".","."
"","003
211","38","2.921","21.1","15.8","26.3","10.5","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"","211
004","39","2.962","23.1","17.9","23.1","10.3","23.1",".","2.6",".",".",".",".",".",".",".",".","."
"","005
211","43","2.965","16.3","7.0","53.5","9.3","9.3","4.7",".",".",".",".",".",".",".",".",".","."
"","211
006","45","2.978","20.0","17.8","35.6","8.9","11.1","4.4","2.2",".",".",".",".",".",".",".",".","."
"","211
007","42","2.905","16.7","14.3","42.9","4.8","14.3","4.8","2.4",".",".",".",".",".",".",".",".","."
"","211
008","39","2.962","20.5","20.5","25.6","2.6","28.2","2.6",".",".",".",".",".",".",".",".",".","."
"","211
009","42","2.976","16.7","14.3","42.9","9.5","14.3",".","2.4",".",".",".",".",".",".",".",".","."
"","211
010","38","3.000","21.1","18.4","28.9","7.9","21.1","2.6",".",".",".",".",".",".",".",".",".","."
"Prin of Managerial Acctg","Course Total","421","2.973","19.0","16.6","35.6","7.8","16.6","3.3","1.0",".",".",".",".",".",".",".",".","."
"","300
001","37","2.986","24.3","18.9","24.3","16.2","8.1","5.4","2.7",".",".",".",".",".",".",".",".","."
"","002
300","39","2.897","17.9","15.4","17.9","25.6","23.1",".",".",".",".",".",".",".",".",".",".","."
"","300
003","42","3.049","28.6","14.3","21.4","14.3","14.3","4.8",".","2.4",".",".",".",".",".",".",".","."
"","300
004","40","2.913","25.0","15.0","32.5","2.5","12.5","10.0","2.5",".",".",".",".",".",".",".",".","."
"","005
300","35","2.485","14.3","2.9","34.3","5.7","22.9","11.4","5.7","2.9",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","193","2.877","22.3","13.5","25.9","13.0","16.1","6.2","2.1","1.0",".",".",".",".",".",".",".","."
"","301
001","42","2.881","19.0","14.3","28.6","14.3","19.0","2.4","2.4",".",".",".",".",".",".",".",".","."
"","002
301","43","2.605","16.3","9.3","11.6","18.6","39.5","2.3","2.3",".",".",".",".",".",".",".",".","."
"","003
301","41","2.890","29.3","17.1","12.2","9.8","22.0","7.3","2.4",".",".",".",".",".",".",".",".","."
"","004
301","30","2.850","13.3","26.7","13.3","16.7","26.7","3.3",".",".",".",".",".",".",".",".",".","."
"","301
005","35","3.086","31.4","20.0","17.1","8.6","17.1","5.7",".",".",".",".",".",".",".",".",".","."
"Intermediate Accounting I","Course Total","191","2.853","22.0","16.8","16.8","13.6","25.1","4.2","1.6",".",".",".",".",".",".",".",".","."
"","302
001","34","3.162","23.5","17.6","35.3","14.7","8.8",".",".",".",".",".",".",".",".",".",".","."
"","302
002","36","2.986","16.7","8.3","44.4","16.7","13.9",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Accounting II","Course Total","70","3.071","20.0","12.9","40.0","15.7","11.4",".",".",".",".",".",".",".",".",".",".","."
"","310
001","45","3.256","8.9","35.6","53.3","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 48 of 374"
