"TERM : 0994","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1998-99","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","113","3.461","45.1","19.5","8.8","0.9","4.4","2.7","2.7","9.7","0.9",".","",".","5.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","2.605","33.3","16.7","16.7",".",".","16.7","16.7",".",".",".","",".",".","",".",".",".","."
"Sophomore","","6","3.263","33.3","33.3",".","16.7","16.7",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","23","3.200","43.5","17.4","21.7",".","8.7","4.3","4.3",".",".",".","",".",".","",".",".",".","."
"Senior","","36","3.538","52.8","25.0","8.3",".","5.6","2.8","2.8","2.8",".",".","",".",".","",".",".",".","."
"Undergraduates","","71","3.320","46.5","22.5","12.7","1.4","7.0","4.2","4.2","1.4",".",".","",".",".","",".",".",".","."
"Graduate","","42","3.846","42.9","14.3","2.4",".",".",".",".","23.8","2.4",".","",".","14.3","",".",".",".","."
"","Dept. Total","113","3.461","45.1","19.5","8.8","0.9","4.4","2.7","2.7","9.7","0.9",".","",".","5.3","",".",".",".","."
