"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","666","3.062","28.5","17.9","18.8","12.5","8.9","4.8","2.7","4.5","0.6",".","",".","0.6","",".",".",".","0.3"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","58","2.703","15.5","15.5","25.9","13.8","17.2","6.9","5.2",".",".",".","",".",".","",".",".",".","."
"Sophomore","129","3.011","24.0","17.1","25.6","12.4","10.1","7.0","0.8","1.6","0.8",".","",".",".","",".",".",".","0.8"
"Junior","199","3.086","27.1","20.6","21.1","16.1","8.0","3.5","2.5","0.5","0.5",".","",".",".","",".",".",".","."
"Senior","217","3.000","28.1","18.0","13.8","12.4","8.8","5.5","4.1","8.3","0.9",".","",".",".","",".",".",".","."
"Undergraduates","603","3.001","25.7","18.4","19.9","13.8","9.6","5.3","3.0","3.5","0.7",".","",".",".","",".",".",".","0.2"
"Special","5","4.000","40.0",".",".",".",".",".",".","40.0",".",".","",".",".","",".",".",".","20.0"
"Graduate","58","3.765","56.9","13.8","8.6",".","1.7",".",".","12.1",".",".","",".","6.9","",".",".",".","."
"Dept. Total","666","3.062","28.5","17.9","18.8","12.5","8.9","4.8","2.7","4.5","0.6",".","",".","0.6","",".",".",".","0.3"
