"TERM : 0994","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1998-99","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","238","3.505","41.6","29.0","13.4","1.7","2.5","0.4","0.4","9.7","",".",".","",".","1.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.167","16.7","33.3","33.3",".","16.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","24","3.114","29.2","29.2","20.8","4.2","12.5",".","4.2",".","",".",".","",".",".","",".",".",".","."
"Senior","","40","3.165","42.5","10.0","25.0","7.5","5.0","2.5",".","7.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","","70","3.145","35.7","18.6","24.3","5.7","8.6","1.4","1.4","4.3","",".",".","",".",".","",".",".",".","."
"Special","","7","3.643","28.6","71.4",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","161","3.696","44.7","31.7","9.3",".",".",".",".","12.4","",".",".","",".","1.9","",".",".",".","."
"","Dept. Total","238","3.505","41.6","29.0","13.4","1.7","2.5","0.4","0.4","9.7","",".",".","",".","1.3","",".",".",".","."
