"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"447","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","Course Total","","23","3.357","43.5","21.7","13.0",".","8.7",".","4.3",".",".",".",".",".","8.7",".",".","."
"466
Air Pollutn-Measure&Control","001","","9","3.222","22.2",".","77.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"468
Bldg Energy Mgmt&Space Cond","001","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","006","","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","050","","17","3.838","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","25","3.724","68.0","20.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"492","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"492","050","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"492","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","","11","3.840","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"508
Composite Materials","001","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"540
Exp Vib & Dynamic Sys Anal","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Fluid Power","001","","11","3.750","54.5","27.3","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".","."
"558
Intro-Computationl Geometry","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"563
Intermediate Fluid Dynamics","001","","28","3.444","32.1","25.0","35.7","3.6",".",".",".","3.6",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","30","3.536","36.7","30.0","23.3","3.3",".",".",".","6.7",".",".",".",".",".",".",".","."
"565
Power Plant Technology","001","","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"641
Design & Anal-Manufact Sys","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","17","3.988","88.2","5.9",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"706
Plates,Shells&Pressr Vessel","001","","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"712
Qual Product&Process Design","001","","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"717","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"717","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"717","004","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Polymer Processing","Course Total","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"739","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"739","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Automation & Robotics","Course Total","","6","3.700","33.3","50.0",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
