"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"","723
002","","38","3.605","36.8","47.4","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Strategy","Course Total","","75","3.574","34.7","44.0","20.0",".",".",".",".",".",".",".",".",".",".","1.3",".","."
"Project Management","724
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
001","","43","3.628","48.8","27.9","23.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
725","","35","3.671","54.3","31.4","8.6","5.7",".",".",".",".",".",".",".",".",".",".",".","."
"Strategc Mgmt-Innovatn&Tech","Course Total","","78","3.647","51.3","29.5","16.7","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Small Business Planning","727
001","","19","3.639","42.1","36.8","15.8",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Barg,Negot,Dispute Settlmnt","728
001","","18","3.306","38.9","33.3","5.6","5.6","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"Bhv Anal-Mgt Decisn Making","729
001","","7","3.917","71.4","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Organizational Intervention","731
001","","11","3.409","18.2","45.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
003","","13","3.846","84.6","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","","21","3.810","76.2","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Arts Administration","774
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
031","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
056","","6","3.808","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reading & Rsch-Management","Course Total","","14","3.850","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Administrative Policy","870
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Personnel Management","871
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Org Behavior & Design","872
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Rsch Smr in Mgmt","001
976","","9","3.611","22.2","77.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
088","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Management","Course Total","","10","4.000","50.0",".",".",".",".",".",".","20.0",".",".",".","30.0",".",".",".","."
"","999
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
088","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
