"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","31","3.935","87.1","12.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
001","21","2.810","28.6","28.6","14.3","9.5",".",".","19.0",".",".",".",".",".",".",".",".","."
"","160
003","25","3.660","60.0","16.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","160
004","18","3.250","27.8","33.3","11.1","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","64","3.266","40.6","25.0","15.6","9.4","3.1",".","6.3",".",".",".",".",".",".",".",".","."
"","170
001","18","3.417","38.9","27.8","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","170
002","19","3.611","52.6","21.1","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".","5.3"
"","003
170","19","3.647","63.2","10.5","5.3",".","10.5",".",".",".",".",".",".",".","5.3",".",".","5.3"
"Civil Engineering Graphics","Course Total","56","3.557","51.8","19.6","12.5","3.6","7.1",".",".",".",".",".",".",".","1.8",".",".","3.6"
"Intro Engineering Graphics","001
231","119","3.044","22.7","21.0","21.8","17.6","6.7","4.2","1.7",".",".",".",".",".",".","0.8",".","3.4"
"Geom Modeling-Engr Applcatn","001
232","88","3.153","15.9","27.3","35.2","14.8","6.8",".",".",".",".",".",".",".",".",".",".","."
"","240
002","18","2.824","11.1","22.2","16.7","11.1","33.3",".",".",".",".",".",".",".",".",".",".","5.6"
"","240
003","23","2.804","21.7","13.0","26.1","17.4","13.0",".","8.7",".",".",".",".",".",".",".",".","."
"","004
240","22","2.909","18.2","13.6","27.3","22.7","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","240
005","21","3.095","19.0","19.0","33.3","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","84","2.910","17.9","16.7","26.2","17.9","16.7","1.2","2.4",".",".",".",".",".",".",".",".","1.2"
"","291
006","20","3.615","35.0","40.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","291
050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","Course Total","23","3.672","39.1","39.1","13.0","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","299
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","15","2.667","6.7","13.3","20.0","26.7","33.3",".",".",".",".",".",".",".",".",".",".","."
"","306
002","17","2.647","5.9","17.6","29.4","29.4","5.9","5.9","5.9",".",".",".",".",".",".",".",".","."
"","306
003","20","2.684","20.0",".","5.0","50.0","15.0","5.0",".",".",".",".",".",".",".",".",".","5.0"
"","306
004","22","2.786","9.1","13.6","36.4","18.2","13.6",".","4.5","4.5",".",".",".",".",".",".",".","."
"","005
306","21","2.714","14.3","14.3","19.0","14.3","33.3","4.8",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","95","2.704","11.6","11.6","22.1","27.4","20.0","3.2","2.1","1.1",".",".",".",".",".",".",".","1.1"
"","307
001","13","3.231","15.4","23.1","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","19","3.579","47.4","26.3","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
307","11","3.350","18.2","36.4","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","9.1"
"","307
004","10","3.200","10.0","30.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","15","3.300","20.0","33.3","40.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","307
006","9","3.167",".","55.6","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","307
007","19","3.395","15.8","52.6","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","14","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","110","3.376","21.8","39.1","31.8","4.5","1.8",".",".",".",".",".",".",".",".",".",".","0.9"
"","313
001","35","3.129","11.4","34.3","37.1","8.6","5.7","2.9",".",".",".",".",".",".",".",".",".","."
"","313
002","34","3.348","23.5","35.3","26.5","8.8","2.9",".",".",".",".",".",".",".",".",".",".","2.9"
"","313
003","39","3.321","20.5","41.0","23.1","12.8","2.6",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","108","3.266","18.5","37.0","28.7","10.2","3.7","0.9",".",".",".",".",".",".",".",".",".","0.9"
"","314
001","32","3.313","6.3","59.4","25.0","9.4",".",".",".",".",".",".",".",".",".",".",".","."
