"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","49","3.667","61.2","26.5","2.0","6.1","",".",".","","2.0",".","",".","",".",".","",".","",".","","2.0",".","."
"E A STDS
298","Dept. Total","","49","3.667","61.2","26.5","2.0","6.1","",".","",".","2.0","",".","",".",".","",".","",".","",".","2.0",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","14","3.577","42.9","35.7",".","14.3","",".","",".",".","",".","",".",".","",".","",".","",".","7.1",".","."
"Sophomore","","","18","3.583","61.1","27.8","5.6",".","",".","",".","5.6","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","10","3.950","90.0","10.0",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","3.583","50.0","33.3",".","16.7","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","48","3.660","60.4","27.1","2.1","6.3","",".","",".","2.1","",".","",".",".","",".","",".","",".","2.1",".","."
"Special","","","1","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","49","3.667","61.2","26.5","2.0","6.1","",".","",".","2.0","",".","",".",".","",".","",".","",".","2.0",".","."
