"TERM : 0994","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1998-99","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","287","3.706","59.6","20.6","13.6","1.4","",".","",".","",".","1.0","",".",".","",".","",".","3.8",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","1","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","3","3.500","33.3","33.3","33.3",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","9","3.283","33.3","11.1","44.4","11.1","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","13","3.309","30.8","15.4","46.2","7.7","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","9","3.208","22.2","22.2","44.4","11.1","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","241","3.741","60.6","22.8","10.0","0.8","",".","",".","",".","1.2","",".",".","",".","",".","4.6",".",".","."
"Prof Yr 1","14","3.778","78.6",".","21.4",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","8","3.722","75.0",".","25.0",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","24","3.780","79.2",".","20.8",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","287","3.706","59.6","20.6","13.6","1.4","",".","",".","",".","1.0","",".",".","",".","",".","3.8",".",".","."
