"","990
049","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
050","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
055","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","70","4.000","51.4",".",".",".",".",".",".","37.1","",".",".","",".","10.0","1.4",".",".","."
"ZOOLOGY
970","Dept. Total","3457","3.083","31.8","14.4","25.2","8.1","14.7","2.9","0.9","1.1","",".","0.0","",".","0.2","0.1","0.1","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","602","2.808","20.1","15.8","27.4","12.1","17.4","6.0","0.8",".","",".",".","",".",".",".",".",".","0.3"
"Sophomore","","776","2.985","26.9","14.3","28.1","8.0","18.3","3.1","0.5",".","",".",".","",".",".","0.1","0.4",".","0.3"
"Junior","","718","3.108","27.4","14.9","29.7","8.1","15.7","2.2","0.8",".","",".",".","",".",".","0.1","0.3","0.1","0.6"
"Senior","","1109","3.180","36.7","15.3","23.1","7.7","13.1","2.1","1.4","0.3","",".","0.1","",".",".","0.1",".",".","0.2"
"Undergraduates","","3205","3.049","29.1","15.1","26.6","8.7","15.8","3.1","1.0","0.1","",".","0.0","",".",".","0.1","0.2","0.0","0.3"
"Special","","39","3.362","41.0","12.8","28.2","5.1",".",".","2.6","5.1","",".",".","",".",".",".",".","2.6","2.6"
"Graduate","","215","3.884","70.2","4.7","3.3",".","1.4",".",".","16.7","",".",".","",".","3.3","0.5",".",".","."
"","Dept. Total","3459","3.083","31.8","14.4","25.2","8.1","14.7","2.9","0.9","1.2","",".","0.0","",".","0.2","0.1","0.1","0.1","0.3"
