"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"578
Concert Choir","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"579
Masters Singers","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"59
University Chorus","001","","93","3.874","90.3","2.2","1.1","1.1","2.2",".","1.1",".",".",".",".",".",".","1.1",".","1.1"
"60
All-Univ String Orchestra","001","","138","3.946","94.9","3.6","0.7",".",".",".","0.7",".",".",".",".",".",".",".",".","."
"61
Chamber Orchestra","001","","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"619
Music Resrch Mthds & Matls","001","","11","3.950","81.8","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"62
Univ Symphony Orchestra","001","","76","4.000","98.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1.3"
"624
Form and Analysis II","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"720
Rsch Meth: Ethnomusicology","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"725
Music Theory Pedagogy","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"749
Seminar in Vocal Techniques","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"768
Adv Probs-Singing Diction","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"791
Seminar in Piano Literature","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"823
Schenkerian Analysis","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"911
Seminar in Musicology","001","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"915
Seminar in Ethnomusicology","001","","9","3.786","55.6","11.1","11.1",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"926
Topics in Music Analysis 2","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Thesis","Course Total","","13","4.000","38.5",".",".",".",".",".",".","53.8",".",".",".",".","7.7",".",".","."
"999","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 252 of 374",""
