"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","",""
"Intro to Geological Engr","171","001","25","3.620","32.0","60.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Aerial Photo Systems","301","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elec-op&Micro Remote Sensng","302","001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Remote Sensng Digtl Image","303","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Remote Sensng Vis Image&GIS","304","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Soil Mechanics","330","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Rock Mech Appl-Envr Probs","475","001","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Geological Engr Design","479","001","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seepage and Slopes","530","001","16","3.094",".","37.5","43.8","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","699","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Properties of Soils","730","001","7","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","790","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Spec Topics-Geological Engr","801","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","890","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar","900","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Independent Work","999","057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"G L E
418","","Dept. Total","109","3.488","41.3","32.1","15.6","3.7","1.8",".",".","5.5",".",".",".",".",".",".",".","."
