"","990
051","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
054","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
056","2","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","31","3.923","71.0","6.5","6.5",".","",".","",".","",".","9.7","",".",".","",".","6.5","",".",".",".","."
"MED PHYS
621","Dept. Total","107","3.713","53.3","20.6","15.9","0.9","",".","",".","",".","5.6","",".",".","",".","3.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","4","3.125","25.0",".","50.0","25.0","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","5","3.100","20.0",".","60.0","20.0","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","102","3.738","54.9","21.6","13.7",".","",".","",".","",".","5.9","",".",".","",".","3.9","",".",".",".","."
"","Dept. Total","107","3.713","53.3","20.6","15.9","0.9","",".","",".","",".","5.6","",".",".","",".","3.7","",".",".",".","."
