"","990
009","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
015","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
040","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","576","2.819","18.9","12.8","27.4","10.9","20.1","4.0","2.3","1.2","0.3",".","",".","0.7","0.2",".",".","1.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","75","2.373","6.7","8.0","30.7","8.0","30.7","9.3","6.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","159","2.706","16.4","12.6","23.3","11.3","28.9","3.1","2.5",".",".",".","",".",".","0.6",".",".","1.3"
"Junior","","139","2.788","18.7","8.6","33.1","11.5","16.5","5.8","1.4","1.4",".",".","",".",".",".",".",".","2.9"
"Senior","","149","2.962","21.5","15.4","30.2","12.8","16.1","2.0","1.3","0.7",".",".","",".",".",".",".",".","."
"Undergraduates","","522","2.750","17.0","11.7","28.9","11.3","22.2","4.4","2.5","0.6",".",".","",".",".","0.2",".",".","1.1"
"Special","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","53","3.553","35.8","24.5","13.2","7.5",".",".",".","7.5","3.8",".","",".","7.5",".",".",".","."
"","Dept. Total","576","2.819","18.9","12.8","27.4","10.9","20.1","4.0","2.3","1.2","0.3",".","",".","0.7","0.2",".",".","1.0"
