"POLITICAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"430
Ethnic Politics in America","001","","63","2.831","11.1","12.7","28.6","28.6","12.7","3.2",".",".",".",".",".",".",".","3.2",".","."
"441
Business&Government in U.S.","001","","66","3.133","15.2","28.8","30.3","18.2","3.0",".","1.5","3.0",".",".",".",".",".",".",".","."
"452
Criminal Law and Justice","001","","257","2.980","12.5","26.5","30.4","15.6","9.3","4.7","0.4","0.8",".",".",".",".",".",".",".","."
"467
Elections & Voting Behavior","001","","40","2.713","12.5","12.5","25.0","25.0","17.5","5.0","2.5",".",".",".",".",".",".",".",".","."
"477
Political Socialization","001","","39","2.710","12.8","15.4","20.5","25.6","15.4","10.3",".",".",".",".",".",".",".",".",".","."
"502
Dev Mod West Pol Thought","001","","77","3.761","71.4","10.4","13.0","1.3","1.3",".",".","2.6",".",".",".",".",".",".",".","."
"506
Topics in Political Philos","001","","62","3.786","74.2","6.5","17.7",".",".",".",".",".",".",".",".",".",".",".","1.6","."
"513
Marx,Nietsche&20c Radicalsm","001","","60","3.309","25.0","38.3","16.7","8.3","5.0",".","1.7","3.3",".",".",".",".",".","1.7",".","."
"517
Feminist Political Theory","001","","39","3.493","35.9","33.3","12.8",".","7.7",".",".",".",".",".",".",".",".","7.7","2.6","."
"552
Quantitative Anal-Pol Data","001","","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Game Theory-Poli Sci; Intro","001","","13","3.308","46.2","15.4","7.7","15.4","15.4",".",".",".",".",".",".",".",".",".",".","."
"627
The British Political Sys","001","","24","3.417","20.8","41.7","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Politics of South Asia","001","","13","2.980","30.8",".","46.2","15.4",".",".","7.7",".",".",".",".",".",".",".",".","."
"681
Seniors Honors Thesis","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","3.773","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"684
Senior Honors Thesis Smr","001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"692","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"695","001","","24","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"695","049","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Prosem: Topics in Poli Sci","Course Total","","38","3.789","60.5","36.8","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","8","3.517","62.5","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 266 of 374",""
