"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","102
001","","28","3.821","75.0","14.3","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","24","3.773","70.8","8.3","8.3",".","4.2",".",".","8.3",".",".",".",".",".",".",".","."
"Intro to Military Leadershp","Course Total","","82","3.875","82.9","7.3","6.1",".","1.2",".",".","2.4",".",".",".",".",".",".",".","."
"Marksmanship","150
001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Orienteering","194
001","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".",".","22.2",".","."
"","202
001","","26","3.880","73.1","23.1",".",".",".",".",".",".",".",".",".",".",".","3.8",".","."
"","002
202","","30","3.900","83.3","13.3","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
003","","26","3.788","80.8","7.7","3.8","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"Fundamntls-Military Tactics","Course Total","","82","3.858","79.3","14.6","2.4","1.2","1.2",".",".",".",".",".",".",".",".","1.2",".","."
"Advanced Military Tactics","332
001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Leadship,Mgmt&Legl Oper","442
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","202","3.880","82.2","10.4","3.5","0.5","1.0",".",".","1.0",".",".",".",".",".","1.5",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","42","3.741","69.0","16.7","9.5","2.4","2.4",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","67","3.927","83.6","11.9",".",".",".",".",".","1.5",".",".",".",".",".","3.0",".","."
"Junior","","","41","3.923","87.8","4.9","4.9",".",".",".",".",".",".",".",".",".",".","2.4",".","."
"Senior","","","52","3.888","86.5","7.7","1.9",".","1.9",".",".","1.9",".",".",".",".",".",".",".","."
"Undergraduates","","","202","3.880","82.2","10.4","3.5","0.5","1.0",".",".","1.0",".",".",".",".",".","1.5",".","."
"","Dept. Total","","202","3.880","82.2","10.4","3.5","0.5","1.0",".",".","1.0",".",".",".",".",".","1.5",".","."
