"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","113
033","15","2.133","6.7","6.7","33.3","6.7","13.3","20.0","13.3",".",".",".",".",".",".",".",".","."
"","113
036","15","2.538","20.0",".","20.0","13.3","13.3","20.0",".",".",".",".",".",".",".","13.3",".","."
"","113
037","13","2.615","7.7",".","30.8","30.8","30.8",".",".",".",".",".",".",".",".",".",".","."
"","113
038","12","2.208","16.7","8.3","16.7","16.7","8.3","16.7","16.7",".",".",".",".",".",".",".",".","."
"","113
041","13","2.654","30.8",".","23.1","7.7","23.1","7.7","7.7",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","400","2.449","11.0","8.5","27.0","14.8","18.0","13.0","6.0",".","0.3",".",".",".",".","0.8","0.5","0.3"
"","130
001","20","3.300","20.0","45.0","20.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","130
002","20","3.625","55.0","35.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","003
130","21","3.667","61.9","9.5","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
130","15","3.867","93.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","005
130","24","3.042","20.8","16.7","37.5","8.3","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","130
006","10","3.300","50.0","20.0","20.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Arithmetical Problm Solving","Course Total","110","3.450","47.3","21.8","19.1","2.7","7.3","0.9","0.9",".",".",".",".",".",".",".",".","."
"","131
001","26","3.538","57.7","15.4","15.4",".","11.5",".",".",".",".",".",".",".",".",".",".","."
"","002
131","19","3.447","42.1","31.6","15.8","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"","131
003","20","3.100","25.0","15.0","40.0","5.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","131
004","24","3.188","25.0","12.5","45.8","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","131
005","16","3.406","43.8","12.5","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"Geom Inference & Reasoning","Course Total","105","3.338","39.0","17.1","29.5","4.8","7.6","1.9",".",".",".",".",".",".",".",".",".","."
"","132
001","25","3.660","60.0","12.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","132
002","24","3.458","41.7","12.5","41.7","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","132
003","26","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Models","Course Total","75","3.627","50.7","25.3","22.7","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"","001
141","15","2.567","6.7","26.7","20.0","20.0","6.7","13.3","6.7",".",".",".",".",".",".",".",".","."
"","141
002","24","3.771","70.8","12.5","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","39","3.308","46.2","17.9","17.9","7.7","2.6","5.1","2.6",".",".",".",".",".",".",".",".","."
"","001
210","95","3.300","47.4","8.4","28.4","1.1","9.5","4.2","1.1",".",".",".",".",".",".",".",".","."
"","002
210","86","2.705","15.1","8.1","32.6","4.7","26.7","9.3",".",".",".",".",".",".",".","3.5",".","."
"","210
003","91","2.467","16.5","7.7","27.5","8.8","19.8","9.9","9.9",".",".",".",".",".",".",".",".","."
"","210
004","79","2.857","17.7","10.1","35.4","12.7","12.7","8.9",".",".",".",".",".",".",".",".","2.5","."
"","210
005","85","2.665","16.5","5.9","36.5","2.4","27.1","10.6","1.2",".",".",".",".",".",".",".",".","."
"","006
210","94","3.282","54.3","2.1","27.7","1.1","6.4","5.3","3.2",".",".",".",".",".",".",".",".","."
"","210
007","90","2.967","24.4","15.6","21.1","22.2","8.9","7.8",".",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","Course Total","620","2.902","28.1","8.2","29.7","7.4","15.6","7.9","2.3",".",".",".",".",".",".","0.5","0.3","."
"","211
001","220","2.721","16.4","19.5","19.1","18.6","11.8","10.5","4.1",".",".",".",".",".",".",".",".","."
"","211
002","188","2.307","11.7","6.9","24.5","4.8","30.3","10.1","10.1","1.1",".",".",".",".",".","0.5",".","."
"Calculus","Course Total","408","2.532","14.2","13.7","21.6","12.3","20.3","10.3","6.9","0.5",".",".",".",".",".","0.2",".","."
"","213
001","16","3.031","18.8","18.8","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"","213
002","28","2.704","25.0",".","25.0","7.1","32.1","3.6","3.6","3.6",".",".",".",".",".",".",".","."
"","003
213","41","2.622","14.6","17.1","22.0","14.6","14.6","12.2","4.9",".",".",".",".",".",".",".",".","."
"","004
213","35","2.957","34.3","14.3","22.9","5.7","8.6","8.6","5.7",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","Course Total","120","2.794","23.3","12.5","23.3","11.7","16.7","7.5","4.2","0.8",".",".",".",".",".",".",".","."
"","221
001","97","2.201","14.4","9.3","15.5","6.2","24.7","18.6","11.3",".",".",".",".",".",".",".",".","."
"","221
002","120","2.641","20.8","8.3","23.3","15.0","15.0","7.5","7.5",".",".",".",".",".",".","0.8","0.8","0.8"
"","003
221","135","2.422","11.9","8.1","19.3","20.7","20.7","13.3","5.2","0.7",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 240 of 374",""
