"","990
021","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
023","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
024","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","46","3.953","45.7","2.2",".",".",".",".",".","39.1","",".",".","",".","10.9",".","2.2",".","."
"F&W ECOL
396","Dept. Total","445","3.259","28.8","19.1","20.7","10.1","8.5","1.3","0.9","6.5","",".",".","",".","1.1","0.2","2.2","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","2.810","3.4","24.1","24.1","24.1","24.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","43","3.033","18.6","16.3","32.6","11.6","9.3","2.3","4.7",".","",".",".","",".",".",".","4.7",".","."
"Junior","","70","2.954","20.0","12.9","34.3","17.1","12.9","1.4","1.4",".","",".",".","",".",".",".",".",".","."
"Senior","","153","3.085","19.6","23.5","24.2","12.4","11.1","2.6","0.7","2.0","",".",".","",".",".","0.7","2.0","0.7","0.7"
"Undergraduates","","295","3.019","18.0","20.0","27.8","14.6","12.5","2.0","1.4","1.0","",".",".","",".",".","0.3","1.7","0.3","0.3"
"Special","","11","3.800","45.5","9.1",".",".",".",".",".","18.2","",".",".","",".",".",".","27.3",".","."
"Graduate","","137","3.764","49.6","18.2","7.3","1.5","0.7",".",".","17.5","",".",".","",".","3.6",".","1.5",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","445","3.259","28.8","19.1","20.7","10.1","8.5","1.3","0.9","6.5","",".",".","",".","1.1","0.2","2.2","0.2","0.2"
