"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","","70","3.437","32.9","18.6","32.9","5.7",".",".","",".","","8.6",".","",".",".","",".","",".","",".","1.4","."
"","220
001","","6","3.333","16.7","66.7",".",".","16.7",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","220
002","","7","3.429","28.6","57.1",".",".","14.3",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Ethnic Movements in U.S.","Course Total","","13","3.385","23.1","61.5",".",".","15.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Topics-Asian Amer Culture","260
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Mass Media and Minorities","562
001","","10","3.250",".","60.0","30.0","10.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","","94","3.406","28.7","28.7","27.7","5.3","2.1","",".","",".","6.4","",".",".","",".","",".","",".",".","1.1","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","27","3.404","37.0","11.1","40.7","7.4",".","",".","",".","3.7","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","23","3.476","34.8","26.1","26.1",".","4.3","",".","",".","4.3","",".",".","",".","",".","",".",".","4.3","."
"Junior","","","21","3.371","9.5","52.4","23.8","4.8",".","",".","",".","9.5","",".",".","",".","",".","",".",".",".","."
"Senior","","","22","3.344","27.3","31.8","18.2","9.1","4.5","",".","",".","9.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","93","3.399","28.0","29.0","28.0","5.4","2.2","",".","",".","6.5","",".",".","",".","",".","",".",".","1.1","."
"Special","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","94","3.406","28.7","28.7","27.7","5.3","2.1","",".","",".","6.4","",".",".","",".","",".","",".",".","1.1","."
