"TERM : 0994","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1998-99","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"NUCLEAR ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"N E
684","Dept. Total","113","3.369","32.7","13.3","18.6","8.0","1.8","0.9","1.8","11.5","0.9",".","",".","8.8","0.9","0.9",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","13","3.392","46.2","7.7","23.1","7.7","7.7",".",".","7.7",".",".","",".",".",".",".",".","."
"Senior","","24","2.808","25.0","8.3","25.0","20.8","4.2","4.2","8.3",".",".",".","",".",".",".","4.2",".","."
"Undergraduates","","38","3.019","31.6","7.9","26.3","15.8","5.3","2.6","5.3","2.6",".",".","",".",".",".","2.6",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","74","3.597","32.4","16.2","14.9","4.1",".",".",".","16.2","1.4",".","",".","13.5","1.4",".",".","."
"","Dept. Total","114","3.369","33.3","13.2","18.4","7.9","1.8","0.9","1.8","11.4","0.9",".","",".","8.8","0.9","0.9",".","."
