"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
001","15","3.400","26.7","40.0","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","002
100","15","3.067","13.3","13.3","53.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","003
100","12","2.792","8.3","41.7","16.7","16.7",".","8.3","8.3",".",".",".",".",".",".",".",".","."
"","004
100","11","3.273","27.3","9.1","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","13","3.385","15.4","53.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","14","3.692","50.0","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","7.1"
"","100
012","12","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","14","3.250","21.4","28.6","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","100
014","12","3.583","41.7","50.0",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","015
100","15","3.400","13.3","73.3",".","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
016","15","2.567",".","20.0","40.0","13.3","13.3","6.7","6.7",".",".",".",".",".",".",".",".","."
"","017
100","11","3.136","18.2","54.5","9.1","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"","100
018","14","3.286","21.4","42.9","28.6",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"","019
100","14","3.286","14.3","35.7","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","13","3.615","53.8","15.4","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","14","3.393","35.7","28.6","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","100
022","10","2.550",".","30.0","10.0","40.0","10.0",".","10.0",".",".",".",".",".",".",".",".","."
"","023
100","12","3.250","33.3","25.0","16.7","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","100
024","14","3.464","7.1","78.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","15","3.433","20.0","53.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","026
100","14","2.500",".","21.4","42.9","7.1","7.1","14.3","7.1",".",".",".",".",".",".",".",".","."
"","027
100","15","3.600","33.3","53.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
028","13","3.385","15.4","53.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","14","3.143","7.1","35.7","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","100
030","11","3.182","36.4","18.2","18.2","18.2",".","9.1",".",".",".",".",".",".",".",".",".","."
"","100
031","13","3.423","23.1","53.8","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","100
032","15","3.286","20.0","40.0","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","6.7"
"","100
033","15","3.267","20.0","60.0","6.7","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"","034
100","14","3.286","14.3","35.7","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
035","10","3.000","20.0","30.0","30.0","10.0",".",".","10.0",".",".",".",".",".",".",".",".","."
"","100
036","10","2.850","10.0","30.0","20.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"","100
039","13","3.615","53.8","23.1","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
040","15","2.833","6.7","20.0","46.7","13.3","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","100
041","11","3.455","36.4","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","15","3.367",".","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","043
100","9","3.500","22.2","33.3","22.2",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"","100
045","15","3.233","26.7","46.7","6.7","13.3",".",".","6.7",".",".",".",".",".",".",".",".","."
"","100
046","11","3.136","9.1","27.3","54.5",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","100
047","16","3.156","12.5","43.8","18.8","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","100
048","12","3.375",".","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
049","13","3.385","30.8","15.4","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","050
100","12","3.208","8.3","41.7","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","100
051","9","2.833",".","55.6","11.1","22.2",".",".","11.1",".",".",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","560","3.243","19.8","39.1","25.9","8.0","3.4","1.3","1.8","0.4",".",".",".",".",".",".",".","0.4"
"","105
001","10","3.250",".","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","002
105","17","3.441","35.3","17.6","47.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 176 of 374",""
