"AGRICULTURAL AND APPLIED E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"990","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"990","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","21","3.963","42.9","4.8",".",".",".",".",".","38.1",".",".",".","14.3",".",".",".","."
"999
Specl Work-Agric Economics","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"A A E
108","Dept. Total","","384","3.213","32.0","18.8","22.1","10.9","9.4","2.1","0.3","2.9",".",".",".","0.8","0.3","0.3","0.3","."
