"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Intro Organic Chemistry Lab","Course Total","438","3.443","34.5","26.9","31.7","5.7","0.9",".",".",".",".",".",".",".",".",".",".","0.2"
"","345
001","156","2.727","21.8","4.5","29.5","3.2","32.7","4.5","2.6","0.6",".",".",".",".",".","0.6",".","."
"","345
002","295","2.796","22.0","2.7","35.6","6.8","26.1","5.1","1.4",".",".",".",".",".",".",".",".","0.3"
"","003
345","217","2.703","21.2","8.3","28.1","7.8","21.2","10.1","3.2",".",".",".",".",".",".",".",".","."
"","004
345","34","3.500","38.2","35.3","20.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","702","2.786","22.5","6.4","31.2","6.0","25.1","6.3","2.1","0.1",".",".",".",".",".","0.1",".","0.1"
"","346
001","11","3.444","27.3","45.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
346","12","3.262","8.3","66.7","16.7",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","23","3.346","17.4","56.5","21.7",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","25","3.200","24.0","16.0","48.0","8.0",".","4.0",".",".",".",".",".",".",".",".",".","."
"Intmed Analytical Chem","524
001","26","3.434","46.2","23.1","11.5","7.7","3.8","3.8",".","3.8",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","16","3.433","43.8","12.5","25.0","6.3","6.3",".",".",".",".",".",".",".",".",".","6.3","."
"Physical Chemistry","562
001","37","3.108","32.4","10.8","35.1","10.8","5.4",".","5.4",".",".",".",".",".",".",".",".","."
"","563
001","16","3.688","62.5","25.0","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","563
002","13","3.423","15.4","53.8","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","19","3.579","47.4","31.6","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","563
004","20","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
005","16","3.094","18.8","25.0","43.8","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","006
563","17","3.529","35.3","35.3","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","010
563","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","112","3.439","35.7","34.8","25.0","0.9","1.8",".","1.8",".",".",".",".",".",".",".",".","."
"","564
001","8","2.688","25.0",".","37.5","12.5","12.5",".","12.5",".",".",".",".",".",".",".",".","."
"","002
564","9","2.556","22.2","11.1","22.2","11.1","11.1","11.1","11.1",".",".",".",".",".",".",".",".","."
"","003
564","9","2.611","22.2","22.2","11.1","11.1","11.1","11.1","11.1",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","26","2.615","23.1","11.5","23.1","11.5","11.5","7.7","11.5",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","51","2.373","7.8","9.8","21.6","17.6","27.5","7.8","7.8",".",".",".",".",".",".",".",".","."
"Molec Orig-Thermophys Prop","566
001","16","3.031","12.5","12.5","62.5","6.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"Phys Meth-Struct Determintn","606
001","9","3.625","22.2","66.7",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Laboratory Safety","607
001","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Chemical Crystallography","613
001","15","3.438","26.7","6.7","13.3",".","6.7",".",".","46.7",".",".",".",".",".",".",".","."
"Topics-Chem Instrumentation","626
001","12","3.667","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Instrumtn:Dsgn&Control","628
001","12","3.708","66.7","8.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Analytical Chemistry","630
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elctrn Pushg Mechs-Org Chem","647
001","28","4.000","96.4",".",".",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682
026","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 170 of 374",""
