"","999
004","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
027","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
029","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","8","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"COUN PSY
270","Dept. Total","533","3.902","82.7","4.7","3.0","0.2","0.6","",".","0.6","4.9","",".",".","",".","2.3","0.2","0.6","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","3.892","81.5","5.6","7.4",".",".","",".",".",".","",".",".","",".",".","1.9",".","1.9","1.9"
"Sophomore","","53","3.907","84.9","7.5","5.7",".",".","",".",".",".","",".",".","",".",".",".","1.9",".","."
"Junior","","55","3.910","85.5","7.3","7.3",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","113","3.862","85.0","7.1","3.5","0.9","1.8","",".",".",".","",".",".","",".",".",".","1.8",".","."
"Undergraduates","","275","3.880","84.4","6.9","5.5","0.4","0.7","",".",".",".","",".",".","",".",".","0.4","1.1","0.4","0.4"
"Special","","21","3.222","76.2",".",".",".","4.8","",".","14.3","4.8","",".",".","",".",".",".",".",".","."
"Graduate","","237","3.978","81.4","2.5","0.4",".",".","",".",".","10.5","",".",".","",".","5.1",".",".",".","."
"","Dept. Total","533","3.902","82.7","4.7","3.0","0.2","0.6","",".","0.6","4.9","",".",".","",".","2.3","0.2","0.6","0.2","0.2"
