"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"564","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"564","002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Prob-Tchg Foreign Lang","Course Total","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"566
Pract-Spec Ed in the Arts","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"570
Art-Exceptional Education","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"590
Adv Pract-Teaching Science","001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"596
Adv Prac-Tch Engl Secn Schl","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"603
Dsgn&Prod Elec Instr Matrls","001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"605
Intro-Video Production-Educ","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"607
Educational Media","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"620
Fld Proj-Lib&Info Agencies","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"626
Action Research in Schools","001","","29","4.000","93.1",".",".",".",".",".",".",".",".",".",".",".","6.9",".",".","."
"660
Early Childhood Education","001","","23","3.636","47.8","30.4","13.0","4.3",".",".",".",".",".",".",".",".",".","4.3",".","."
"662
Elem School Curriculum","001","","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","002","","23","3.614","52.2","21.7","13.0","8.7",".",".",".",".",".",".",".",".","4.3",".",".","."
"675","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Seminar","Course Total","","40","3.752","70.0","15.0","7.5","5.0",".",".",".",".",".",".",".",".","2.5",".",".","."
"690","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"690","032","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","084","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"690","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"690","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","36","4.000","97.2",".",".",".",".",".",".",".",".",".",".","2.8",".",".",".","."
"699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","23","3.950","73.9","8.7",".",".",".",".",".",".",".",".",".","4.3","8.7","4.3",".","."
"708
The Study of Teaching","001","","6","3.700","50.0","16.7","16.7",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 86 of 374"
