"","990
087","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
094","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
096","4","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
097","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","77","4.000","53.2",".",".",".",".",".",".","40.3","",".",".","",".","5.2","",".",".","1.3","."
"PHYSICS
754","Dept. Total","2535","2.967","22.9","17.6","22.5","14.8","16.6","2.1","0.9","1.7","",".","0.0","",".","0.2","",".","0.1","0.2","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","292","2.641","8.6","15.8","22.6","15.1","30.5","3.4","2.4",".","",".","0.3","",".",".","",".",".","0.3","1.0"
"Sophomore","","810","2.868","15.2","16.9","26.3","17.7","20.7","1.9","1.0",".","",".",".","",".",".","",".","0.2",".","0.1"
"Junior","","674","3.016","22.3","19.1","25.5","16.9","12.6","2.7","0.6","0.1","",".",".","",".",".","",".",".",".","0.1"
"Senior","","508","3.045","27.4","20.9","18.3","14.0","15.6","2.0","0.8","0.6","",".",".","",".",".","",".",".","0.2","0.4"
"Undergraduates","","2284","2.916","19.1","18.3","23.8","16.3","18.4","2.3","1.0","0.2","",".","0.0","",".",".","",".","0.1","0.1","0.3"
"Special","","31","3.197","32.3","19.4","25.8","6.5","3.2","3.2","3.2","3.2","",".",".","",".",".","",".",".",".","3.2"
"Graduate","","221","3.821","61.1","9.5","8.6",".",".",".",".","17.2","",".",".","",".","1.8","",".","0.5","1.4","."
"","Dept. Total","2536","2.967","22.9","17.5","22.5","14.7","16.6","2.1","0.9","1.7","",".","0.0","",".","0.2","",".","0.1","0.2","0.3"
