"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","",""
"2nd Sem Dutch-Grad Stdts","312","001","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"4th Sem Dutch-Grad Stdts","314","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Dutch Literature","325","001","","10","3.778","80.0",".",".",".","10.0",".",".",".",".",".",".",".","10.0",".",".","."
"Business German","331","001","","21","3.444","47.6","19.0","14.3","14.3","4.8",".",".",".",".",".",".",".",".",".",".","."
"Topics-German Linguistics","352","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","367","000B","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","367","000A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","","Section Total","","3","3.650","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad in German Lit","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","368","000B","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","368","000A","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","","Section Total","","6","3.679","33.3","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad-German Culture","","Course Total","","6","3.679","33.3","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad-German Linguis","369","000A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Study Abroad-Dutch Culture","378","000A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Seminar-German Lit","385","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"German for Grad Reading II","392","001","","17","3.735","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"D Kulturgeschichte bis 1648","409","001","","23","3.482","26.1","43.5","26.1",".",".",".",".",".",".",".",".",".",".",".",".","4.3"
"Adv Compositn & Conversatn","412","001","","24","3.539","29.2","45.8","8.3","8.3",".",".",".","8.3",".",".",".",".",".",".",".","."
"Germn-Jewsh Cltr Since 18c","510","001","","9","3.438","33.3","22.2","22.2","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"Smr-German Culture Studies","610","001","","27","3.478","40.7","11.1","25.9","3.7","3.7",".",".","3.7",".",".",".",".","3.7","3.7","3.7","."
"Survey German Lit to 1750","611","001","","11","3.609","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory & Practice of Drama","644","001","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Middle High German","651","001","","7","3.667","42.9","28.6","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Sr Honors Thesis-1st Sem","681","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis-2nd Sem","682","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","698","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","028","","7","3.813","71.4","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","","Course Total","","10","3.818","70.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Romantsm,Restortn 1800-1848","704","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","723","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Teachng Undergrad Lit","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Pract-Teach Undergr Culture","725","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Applied Linguistics","727","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old Germanic Languages","755","001","","6","3.875","50.0","16.7",".",".",".",".",".","16.7",".",".",".",".","16.7",".",".","."
"","799","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 211 of 374",""
