"","990
053","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
064","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
070","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
073","4","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","59","3.987","42.4",".","1.7",".",".",".",".","47.5","",".",".","",".","8.5","",".",".",".","."
"MICROBIO
192","Dept. Total","1208","3.180","34.1","18.0","23.4","9.5","7.9","2.1","0.7","3.3","",".",".","",".","0.5","",".",".","0.2","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","2.978","14.0","23.3","30.2","18.6","14.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","190","2.998","17.9","18.9","34.7","14.2","11.6","2.1","0.5",".","",".",".","",".",".","",".",".",".","."
"Junior","","243","2.955","17.3","25.9","26.3","13.6","10.7","3.7","2.5",".","",".",".","",".",".","",".",".",".","."
"Senior","","435","3.180","31.3","17.9","26.4","10.1","9.2","2.8","0.5","0.5","",".",".","",".",".","",".",".","0.5","0.9"
"Undergraduates","","911","3.065","23.9","20.5","28.3","12.3","10.3","2.7","1.0","0.2","",".",".","",".",".","",".",".","0.2","0.4"
"Special","","12","3.483","41.7","33.3","8.3","16.7",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","284","3.763","66.5","8.8","8.5","0.4","0.4",".",".","13.4","",".",".","",".","2.1","",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1208","3.180","34.1","18.0","23.4","9.5","7.9","2.1","0.7","3.3","",".",".","",".","0.5","",".",".","0.2","0.3"
