"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","83646","3.151","31.8","19.8","21.6","8.9","9.0","2.5","1.6","2.4","0.0","1.0","0.1","0.3","0.2","0.3","0.1","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","13080","2.873","20.0","18.3","25.1","12.0","14.8","4.7","2.6","0.1",".","1.6","0.2",".","0.1","0.2","0.0","0.3"
"Sophomore","","21558","3.068","26.5","20.8","24.6","10.3","10.9","2.9","1.7","0.1","0.0","1.3","0.1",".","0.1","0.2","0.1","0.4"
"Junior","","18504","3.139","29.5","21.6","24.2","9.8","9.0","2.5","1.5","0.5","0.0","0.5","0.1",".","0.0","0.3","0.1","0.2"
"Senior","","20310","3.230","35.1","20.6","21.0","8.5","7.4","2.0","1.4","2.4","0.1","0.5","0.0","0.0","0.1","0.4","0.1","0.2"
"Undergraduates","","73452","3.091","28.5","20.5","23.6","10.0","10.2","2.9","1.8","0.9","0.0","0.9","0.1","0.0","0.1","0.3","0.1","0.3"
"Special","","1192","3.419","43.4","16.1","12.7","4.3","3.4","0.6","2.5","9.3",".","3.8","0.5",".","0.8","0.5","1.3","1.0"
"Graduate","","9077","3.792","57.6","14.0","6.0","0.8","0.5","0.1","0.1","14.7","0.1","1.6","0.0","2.9","0.8","0.1","0.3","0.3"
"Prof Yr 1","","28","3.561","57.1","10.7","14.3","3.6","7.1",".",".","3.6",".","3.6",".",".",".",".",".","."
"Prof Yr 2","","12","3.212","50.0","16.7","25.0",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","15","3.771","60.0","6.7","6.7",".",".",".",".","20.0",".","6.7",".",".",".",".",".","."
"Prof Yr 4","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","64","3.584","62.5","9.4","12.5","1.6","3.1",".","1.6","6.3",".","3.1",".",".",".",".",".","."
"","College Total","83785","3.151","31.8","19.7","21.5","8.9","9.0","2.5","1.6","2.5","0.0","1.0","0.1","0.3","0.2","0.3","0.1","0.3"
