"The Book of Isaiah","652
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Senior Honors Thesis","682
008","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","990
011","6","",".",".",".",".",".",".",".","100.0",".","",".",".","",".","",".","",".",".","."
"HEBR ST
440","Dept. Total","258","3.216","28.7","26.4","18.6","9.3","3.9","1.9","2.7","7.8","",".",".","",".","",".","",".","0.4","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"440
HEBR ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","2.883","23.3","18.6","23.3","11.6","9.3","2.3","7.0","2.3","",".",".","",".","",".","",".","2.3",".","."
"Sophomore","","68","3.155","29.4","25.0","22.1","13.2","4.4","2.9","2.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","","61","3.459","39.3","29.5","13.1","4.9","4.9","1.6",".","6.6","",".",".","",".","",".","",".",".",".","."
"Senior","","47","3.140","23.4","29.8","17.0","14.9",".","2.1","4.3","8.5","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","219","3.177","29.7","26.0","18.7","11.0","4.6","2.3","3.2","4.1","",".",".","",".","",".","",".","0.5",".","."
"Special","","6","3.500","16.7","33.3","16.7",".",".",".",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","32","3.581","25.0","28.1","15.6",".",".",".",".","28.1","",".",".","",".","",".","",".",".","3.1","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","258","3.216","28.7","26.4","18.6","9.3","3.9","1.9","2.7","7.8","",".",".","",".","",".","",".","0.4","0.4","."
