"","990
026","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
029","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
030","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis-Research","Course Total","36","4.000","16.7",".",".",".",".",".","",".","66.7","",".",".","",".","13.9","2.8",".",".","."
"CBE
220","Dept. Total","895","3.126","29.2","16.5","23.2","8.7","11.5","2.5","",".","5.8","",".","0.2","",".","2.1","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","48","3.010","12.5","22.9","43.8","4.2","12.5","4.2","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","147","3.090","26.5","18.4","31.3","7.5","14.3","2.0","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","514","3.028","28.8","16.9","23.9","12.3","14.6","3.1","",".","0.4","",".",".","",".",".",".",".",".","."
"Undergraduates","","709","3.040","27.2","17.6","26.8","10.7","14.4","3.0","",".","0.3","",".",".","",".",".",".",".",".","."
"Special","","7","2.658","14.3","14.3","42.9",".","14.3","14.3","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","183","3.714","38.8","12.0","8.2","1.1",".",".","",".","27.3","",".","1.1","",".","10.4","1.1",".",".","."
"","Dept. Total","899","3.126","29.5","16.5","23.1","8.7","11.5","2.4","",".","5.8","",".","0.2","",".","2.1","0.2",".",".","."
