"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","19","3.605","57.9","15.8","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","24","3.478","50.0","16.7","12.5","8.3","8.3",".",".",".",".",".",".",".",".",".",".","4.2"
"","102
003","20","2.975","20.0","55.0","5.0",".","5.0",".","15.0",".",".",".",".",".",".",".",".","."
"","102
004","18","3.417","50.0","16.7","16.7","11.1",".","5.6",".",".",".",".",".",".",".",".",".","."
"","102
005","18","3.361","44.4","27.8","11.1","11.1",".",".","5.6",".",".",".",".",".",".",".",".","."
"","006
102","21","3.575","33.3","42.9","19.0",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","120","3.403","42.5","29.2","13.3","6.7","2.5","0.8","3.3","0.8",".",".",".",".",".",".",".","0.8"
"","104
001","20","3.675","60.0","25.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","104
002","19","3.447","36.8","36.8","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","104
003","20","3.625","40.0","50.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","004
104","17","3.559","35.3","41.2","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","76","3.579","43.4","38.2","11.8","3.9","2.6",".",".",".",".",".",".",".",".",".",".","."
"","112
001","21","3.667","42.9","47.6","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
002","24","3.604","45.8","37.5","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","112
003","15","3.133","20.0","26.7","26.7","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"","112
004","23","3.295","21.7","21.7","43.5","8.7",".",".",".","4.3",".",".",".",".",".",".",".","."
"","112
005","21","3.639","38.1","33.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","006
112","22","3.452","27.3","36.4","27.3","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"","112
007","21","2.816",".","14.3","52.4","9.5","9.5","4.8",".","4.8",".",".",".",".","4.8",".",".","."
"","008
112","21","3.222","14.3","28.6","38.1",".",".","4.8",".","9.5",".",".",".",".",".",".",".","4.8"
"Drawing I","Course Total","168","3.370","26.8","31.0","27.4","5.4","2.4","1.2",".","4.8",".",".",".",".","0.6",".",".","0.6"
"Current Directions in Art","208
001","146","3.525","56.8","19.9","9.6","3.4","7.5","0.7","1.4",".",".",".",".",".",".",".",".","0.7"
"","212
001","21","3.071","23.8","23.8","19.0","19.0","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","212
002","23","3.432","34.8","26.1","21.7","13.0",".",".",".","4.3",".",".",".",".",".",".",".","."
"","212
003","21","3.750","71.4","9.5","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","4.8"
"","004
212","24","3.688","54.2","33.3","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","89","3.489","46.1","23.6","14.6","9.0","3.4","1.1",".","1.1",".",".",".",".",".",".",".","1.1"
"","214
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
214","15","3.885","73.3","6.7","6.7",".",".",".",".",".",".",".",".",".","13.3",".",".","."
"","214
003","22","3.545","54.5","27.3","9.1",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","53","3.775","73.6","13.2","5.7",".","1.9","1.9",".",".",".",".",".",".","3.8",".",".","."
"","222
001","23","3.761","69.6","17.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","11","3.455","45.5","27.3","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","003
222","19","3.053","31.6","15.8","31.6","5.3","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"","222
004","20","3.767","70.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","73","3.530","56.2","19.2","13.7","5.5","2.7","1.4","1.4",".",".",".",".",".",".",".",".","."
"","001
224","19","3.469","26.3","36.8","15.8",".","5.3",".",".","10.5",".",".",".",".",".","5.3",".","."
"","224
002","16","3.313","18.8","37.5","37.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","003
224","19","3.789","78.9",".","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","54","3.539","42.6","24.1","24.1",".","3.7",".",".","3.7",".",".",".",".",".","1.9",".","."
"Textile Design: Weaving I","229
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","232
001","21","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
002","12","3.458","25.0","41.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
003","11","3.773","72.7","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
