"L&S","","","","","","","","","","","","","","","","","","","","",""
"","E ASIAN LANGUAGES & LITERA Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Second Semester Chinese","102","001","","43","3.381","34.9","34.9","9.3","7.0","11.6",".",".","2.3",".",".",".",".",".",".",".","."
"Second Semester Japanese","104","001","","48","2.889","27.1","16.7","12.5","12.5","14.6","6.3","4.2","6.3",".",".",".",".",".",".",".","."
"Elementary Korean","106","001","","26","3.365","34.6","23.1","26.9","11.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"Elementary Chinese","121","001","","40","3.724","60.0","17.5","17.5",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Elementary Japanese","123","001","","32","3.459","40.6","21.9","9.4","6.3","9.4",".",".","12.5",".",".",".",".",".",".",".","."
"Fourth Semester Chinese","202","001","","15","3.133","40.0","6.7","13.3","20.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Japanese","204","001","","24","2.913","16.7","33.3","16.7","8.3","12.5",".","8.3","4.2",".",".",".",".",".",".",".","."
"Chinese Calligraphy","231","001","","24","3.175","16.7","20.8","41.7",".",".",".","4.2","12.5","4.2",".",".",".",".",".",".","."
"Intro-Japanese Culture&Civ","253","001","","25","3.020","20.0","36.0","16.0","16.0","4.0",".","8.0",".",".",".",".",".",".",".",".","."
"Kendo:Intgratn-Mrtl&Lib Art","277","001","","8","2.917","25.0",".","25.0","12.5",".","12.5",".","25.0",".",".",".",".",".",".",".","."
"Directed Study","299","009","","7","3.700","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Sixth Semester Chinese","302","001","","22","3.655","59.1","27.3","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"Sixth Semester Japanese","304","001","","19","2.993","10.5","36.8","10.5","21.1","15.8",".",".","5.3",".",".",".",".",".",".",".","."
"Second Semester Chinese","312","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Chinese","318","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Yr Classical Chinese","322","001","","13","3.500","30.8","30.8","30.8",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Fourth Semester Japanese","328","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Technical Japanese II","332","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Chinese Conversation","333","001","","7","3.500","57.1","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Microcomptr Appl-Chinese St","334","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intmed Japanese Conversatn","335","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist-China 589 AD-1919","337","001","","6","3.238","33.3","33.3","16.7",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"Classic Chinese-Non-Majors","342","001","","12","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Taoism","350","001","","11","3.081","27.3","27.3","9.1","18.2",".",".","9.1","9.1",".",".",".",".",".",".",".","."
"Survey-Chinese Literature","352","001","","9","3.688","44.4","33.3","11.1",".",".",".",".",".",".",".",".",".",".","11.1",".","."
"Survey-Japanese Literature","354","001","","12","3.395","25.0","33.3","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","8.3"
"Chinese Painting","356","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Buddhism","364","001","","12","3.074","41.7","16.7","8.3","8.3",".","8.3","8.3","8.3",".",".",".",".",".",".",".","."
"Intermed Tech Japanese II","375","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Eighth Semester Chinese","402","001","","8","3.946","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eighth Semester Japanese","404","001","","14","2.951","14.3","21.4","14.3","21.4","21.4",".",".",".",".",".",".",".",".",".",".","7.1"
"Intro to Chinese Ling","432","001","","10","3.784","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Japanese Linguistics","434","001","","7","3.200",".","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Rdgs-Modern Japanese Lit","564","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdgs-Classical Japanese Lit","573","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"History-Chinese Literature","652","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","017","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","022","","6","3.531","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 189 of 374",""
