"","699
007","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
008","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
009","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Project","Course Total","10","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"DANCE
741","Dept. Total","761","3.746","62.9","21.4","7.8","1.3","0.7","0.3","",".","5.3","",".",".","",".","",".","",".","0.3",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.586","56.3","25.0","9.4","7.8","1.6",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","135","3.818","67.4","24.4","5.2",".","0.7",".","",".","1.5","",".",".","",".","",".","",".","0.7",".","."
"Junior","","159","3.814","73.0","17.6","5.7","0.6","1.3",".","",".","1.9","",".",".","",".","",".","",".",".",".","."
"Senior","","364","3.702","57.7","22.8","8.8","1.1","0.3","0.5","",".","8.2","",".",".","",".","",".","",".","0.3",".","0.3"
"Undergraduates","","722","3.741","62.7","22.2","7.5","1.4","0.7","0.3","",".","4.8","",".",".","",".","",".","",".","0.3",".","0.1"
"Special","","10","3.636","50.0","20.0","30.0",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","29","3.908","72.4","3.4","6.9",".",".",".","",".","17.2","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","761","3.746","62.9","21.4","7.8","1.3","0.7","0.3","",".","5.3","",".",".","",".","",".","",".","0.3",".","0.1"
