"","996
058","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","996
082","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","996
084","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","22","",".",".",".",".",".",".",".","86.4","",".",".",".","13.6",".",".",".","."
"CHEM
224","Dept. Total","5428","2.976","25.9","11.7","27.1","8.0","16.1","3.0","1.3","4.1","",".","1.4",".","1.2","0.2","0.1","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","789","2.759","16.9","9.8","30.2","11.3","26.4","3.0","2.4",".","",".",".",".",".","0.1",".",".","."
"Sophomore","","1690","3.012","26.8","9.9","32.3","8.9","17.7","3.2","1.0",".","",".",".",".",".","0.2","0.1",".","."
"Junior","","1328","2.956","25.5","13.6","29.4","8.7","17.6","3.2","1.7",".","",".",".",".",".","0.1","0.1",".","."
"Senior","","884","3.004","29.6","15.7","25.3","8.8","13.3","4.4","1.6","0.2","",".","0.1",".","0.3","0.3","0.1",".","."
"Undergraduates","","4691","2.944","25.3","12.0","29.8","9.2","18.3","3.4","1.5","0.0","",".","0.0",".","0.1","0.2","0.1",".","."
"Special","","66","3.332","48.5","12.1","21.2",".","13.6","3.0",".",".","",".",".",".",".",".",".","1.5","."
"Graduate","","851","3.614","43.2","7.5","6.6","0.2","0.5","0.1",".","25.5","",".","8.8",".","7.3","0.1",".","0.1","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".",".","",".",".",".","100.0",".",".",".","."
"Prof Yr 4","","6","3.700","66.7",".","16.7",".",".",".",".","16.7","",".",".",".",".",".",".",".","."
"Professionals","","7","3.700","57.1",".","14.3",".",".",".",".","14.3","",".",".",".","14.3",".",".",".","."
"","Dept. Total","5615","2.976","28.3","11.3","26.2","7.7","15.5","2.9","1.3","3.9","",".","1.4",".","1.2","0.2","0.1","0.0","."
