"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"","990
040","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
041","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","38","",".",".",".",".",".",".",".","73.7","",".",".",".","26.3",".",".",".","."
"FOOD SCI
390","Dept. Total","460","3.350","33.0","18.5","17.6","2.6","3.7","0.9","0.4","13.0","",".","7.6",".","2.2","0.2","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","",".",".",".",".",".",".",".",".","",".","100.0",".",".",".",".",".","."
"Sophomore","","30","3.156","10.0","6.7","13.3",".","6.7",".",".",".","",".","63.3",".",".",".",".",".","."
"Junior","","75","3.235","37.3","18.7","14.7","10.7","5.3","2.7",".",".","",".","10.7",".",".",".",".",".","."
"Senior","","223","3.356","42.6","23.8","24.2","1.3","4.5","0.9","0.9",".","",".","1.3",".",".",".","0.4",".","."
"Undergraduates","","333","3.322","37.8","20.7","20.7","3.3","4.8","1.2","0.6",".","",".","10.5",".",".",".","0.3",".","."
"Special","","11","3.385","36.4","27.3","9.1","9.1","9.1",".",".",".","",".",".",".",".","9.1",".",".","."
"Graduate","","116","3.566","19.0","11.2","9.5",".",".",".",".","51.7","",".",".",".","8.6",".",".",".","."
"","Dept. Total","460","3.350","33.0","18.5","17.6","2.6","3.7","0.9","0.4","13.0","",".","7.6",".","2.2","0.2","0.2",".","."
