"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"618
Lit of the Amer Renaissance","001","","29","3.534","34.5","37.9","27.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"619
Three American Novelists","001","","29","3.397","31.0","34.5","20.7","10.3","3.4",".",".",".",".",".",".",".",".",".",".","."
"630
Theme in 20th C Amer Lit","001","","25","3.620","44.0","36.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"635
Maj Amer Novelists-1914-45","002","","32","3.453","53.1","18.8","9.4","9.4","6.3","3.1",".",".",".",".",".",".",".",".",".","."
"654
Race & Sexuality in Amer Lit","001","","17","3.412","35.3","17.6","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"672
Selected Topics:Afro-Am Lit","001","","10","4.000","80.0",".",".",".",".",".",".","10.0",".",".",".",".","10.0",".",".","."
"681","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","4","***","","","","","","","","","","","","","","","",""
"682","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"695","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","14","3.731","50.0","35.7","7.1",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"695","003","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","004","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","","52","3.922","84.6","11.5","1.9",".",".",".",".",".",".",".",".",".","1.9",".",".","."
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","31","3.962","90.3","3.2","3.2",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"702
Perspectives on Literacy","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Summer Writing Workshop","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"727","001","","10","3.938","70.0","10.0",".",".",".",".",".","10.0",".",".",".",".","10.0",".",".","."
"727","002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"727","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literary Theory","Course Total","","26","3.979","88.5","3.8",".",".",".",".",".","3.8",".",".",".",".","3.8",".",".","."
"753
Medieval Literature","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 205 of 413",""
