"","990
003","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
012","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"Independent Work","999
003","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"COMP LIT
260","Dept. Total","492","3.344","20.7","42.3","22.2","8.5","1.2","0.4","0.8","2.2","",".",".","",".","0.4","1.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.037","3.7","44.4","33.3","7.4","7.4",".","3.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","125","3.281","8.0","54.4","26.4","8.0","0.8",".","0.8","0.8","",".",".","",".",".","0.8",".",".","."
"Junior","","170","3.298","18.8","39.4","25.3","11.8","1.2","1.2",".","1.2","",".",".","",".",".","1.2",".",".","."
"Senior","","136","3.405","25.7","42.6","16.9","7.4","0.7",".","1.5","2.9","",".",".","",".",".","2.2",".",".","."
"Undergraduates","","458","3.309","17.0","44.8","23.6","9.2","1.3","0.4","0.9","1.5","",".",".","",".",".","1.3",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","33","3.910","69.7","9.1","3.0",".",".",".",".","12.1","",".",".","",".","6.1",".",".",".","."
"","Dept. Total","492","3.344","20.7","42.3","22.2","8.5","1.2","0.4","0.8","2.2","",".",".","",".","0.4","1.2",".",".","."
