"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"ESL: Grammar-Academic Use","115
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","116
003","13","",".",".",".",".",".",".",".",".",".","84.6","15.4",".",".",".",".","."
"","004
116","11","",".",".",".",".",".",".",".",".",".","90.9","9.1",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","38","",".",".",".",".",".",".",".",".",".","89.5","10.5",".",".",".",".","."
"","117
001","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","002
117","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","117
003","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","117
005","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","117
006","15","",".",".",".",".",".",".",".",".",".","86.7","13.3",".",".",".",".","."
"","117
007","14","",".",".",".",".",".",".",".",".",".","78.6","21.4",".",".",".",".","."
"","117
008","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
009","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","117
010","14","",".",".",".",".",".",".",".",".",".","85.7","14.3",".",".",".",".","."
"","011
117","13","",".",".",".",".",".",".",".",".",".","76.9","15.4",".",".",".",".","7.7"
"ESL: Academic Writing I","Course Total","155","",".",".",".",".",".",".",".",".",".","89.0","10.3",".",".",".",".","0.6"
"","118
001","16","3.781","62.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","15","3.000","53.3","13.3","13.3",".",".",".","20.0",".",".",".",".",".",".",".",".","."
"","118
003","13","3.423","46.2","23.1","15.4",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"","118
004","11","3.045","18.2","18.2","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".","."
"","118
005","16","3.594","56.3","18.8","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","118
006","16","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
007","12","3.333","16.7","41.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
008","15","3.333","40.0","26.7","26.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","009
118","16","3.188","12.5","62.5","6.3","12.5",".",".","6.3",".",".",".",".",".",".",".",".","."
"","118
010","16","3.500","62.5","25.0",".",".","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","118
011","16","3.344","25.0","37.5","25.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","118
012","14","3.357","35.7","42.9","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","176","3.384","39.8","31.8","16.5","5.1","2.8",".","4.0",".",".",".",".",".",".",".",".","."
"Shakespeare","162
001","148","3.383","26.4","41.2","23.6","2.7","1.4","1.4","1.4","1.4",".",".",".",".",".",".","0.7","."
"Intro-Brit & Amer Lit pre-1914","167
001","76","3.454","30.3","39.5","22.4","6.6","1.3",".",".",".",".",".",".",".",".",".",".","."
"","168
001","142","3.511","40.8","34.5","16.9","4.9",".","1.4","0.7",".",".",".",".",".",".","0.7",".","."
"","168
002","26","3.476","26.9","34.6","11.5","3.8","3.8",".",".","15.4",".",".",".",".","3.8",".",".","."
"Intro to Modern Lit since 1900","Course Total","168","3.507","38.7","34.5","16.1","4.8","0.6","1.2","0.6","2.4",".",".",".",".","0.6","0.6",".","."
"","169
001","285","3.371","28.8","34.7","27.0","4.2","3.5","0.7","0.7",".",".",".",".",".",".","0.4",".","."
"","169
002","32","3.438","34.4","40.6","15.6","3.1","3.1","3.1",".",".",".",".",".",".",".",".",".","."
"","169
003","272","3.341","21.7","38.2","30.1","5.9","0.7","0.7","0.7","1.1",".",".",".",".","0.4","0.4",".","."
"Intro to Modern American Lit","Course Total","589","3.361","25.8","36.7","27.8","4.9","2.2","0.8","0.7","0.5",".",".",".",".","0.2","0.3",".","."
"","201
001","18","3.250","33.3","16.7","33.3","11.1",".","5.6",".",".",".",".",".",".",".",".",".","."
"","201
002","18","3.528","33.3","38.9","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","20","3.675","55.0","25.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","17","3.676","64.7","11.8","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","17","3.824","76.5","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","17","3.500","47.1","23.5","17.6","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 202 of 413",""
