"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10736","3.728","60.6","15.3","7.0","1.9","1.6","0.5","0.3","6.5","0.0","4.1",".","0.8","0.9","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","735","3.422","54.3","19.3","12.4","4.8","4.5","1.9","1.0","1.5",".",".",".",".","0.1",".","0.1","0.1"
"Sophomore","","1212","3.517","53.9","24.6","10.6","3.8","3.5","1.1","0.7","1.7",".",".",".",".","0.1","0.1",".","0.1"
"Junior","","1606","3.603","57.2","20.5","10.5","2.5","2.7","1.2","0.6","2.0",".","2.0",".",".","0.4",".",".","0.3"
"Senior","","4088","3.777","62.3","13.9","6.8","1.5","1.2","0.2","0.1","5.0","0.0","8.2",".",".","0.4","0.0","0.0","0.1"
"Undergraduates","","7641","3.673","59.1","17.5","8.7","2.4","2.2","0.7","0.4","3.5","0.0","4.8",".",".","0.3","0.0","0.0","0.1"
"Special","","423","3.865","63.1","7.1","2.6","1.4","0.7",".",".","17.5",".","2.4",".",".","1.2","0.9","3.1","."
"Graduate","","2648","3.879","64.6","10.1","2.7","0.5","0.2",".","0.2","13.1","0.1","2.4",".","3.2","2.5","0.1","0.1","."
"Prof Yr 1","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","8","3.725","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","19","3.750","26.3","21.1",".",".",".",".",".","52.6",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","31","3.772","38.7","22.6","3.2",".",".",".",".","35.5",".",".",".",".",".",".",".","."
"","College Total","10743","3.728","60.6","15.3","7.0","1.9","1.6","0.5","0.3","6.5","0.0","4.1",".","0.8","0.9","0.1","0.2","0.1"
