"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Engineering Design","160
001","118","3.441","39.0","30.5","19.5","5.1","4.2","1.7",".","",".",".","",".",".","",".","",".","",".",".","."
"Current Issues in Intl Engr","413
001","15","4.000","100.0",".",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Women&Leadershp-Med, Sci, Engr","650
001","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTEREGR
496","Dept. Total","138","3.473","47.8","26.1","16.7","4.3","3.6","1.4","",".",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.141","36.6","19.5","24.4","7.3","7.3","2.4","",".","2.4","",".",".","",".","",".","",".",".",".","."
"Sophomore","","121","3.553","66.1","18.2","9.1","2.5","1.7","0.8","",".","1.7","",".",".","",".","",".","",".",".",".","."
"Junior","","61","3.545","78.7","9.8","3.3",".",".",".","",".","8.2","",".",".","",".","",".","",".",".",".","."
"Senior","","30","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","253","3.463","68.4","14.2","9.1","2.4","2.0","0.8","",".","3.2","",".",".","",".","",".","",".",".",".","."
"Special","","1","#Num!","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","5","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","259","3.473","69.1","13.9","8.9","2.3","1.9","0.8","",".","3.1","",".",".","",".","",".","",".",".",".","."
