"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","",""
"102","001","9","3.500","44.4","33.3","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"102","002","16","3.719","62.5","18.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Norwegian","Course Total","25","3.640","56.0","24.0","16.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"112","001","9","3.500","44.4","33.3",".","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"112","002","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Swedish","Course Total","17","3.647","52.9","35.3",".","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"122
Second Semester Danish","001","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"202
Second Year Norwegian","001","10","3.600","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"212
Second Year Swedish","001","8","3.438","50.0","37.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"222
Second Year Danish","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299
Directed Study","019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"302
Intensive Finnish II","001","6","3.417","50.0","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"374
Scand Lit-the 20th Century","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"375
Writings-Hans C. Andersen","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"405
Nynorsk sprak og kultur","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"408
Old Norse","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"411
Areas in Scandinavian Lit","001","10","4.000","90.0",".",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"414
History of Scand Languages I","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"421
Scandinavn Topics in Depth","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"432
History-Scand Since 1815","001","12","3.650","41.7","25.0","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"433
Scandinavian Tale & Ballad","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"436
Topics-Scandinavian Literature","001","8","3.871","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"450
Scand Decadence-European Cntxt","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"520
Special Topics","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"681
Senior Honors Thesis","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","10","3.925","80.0","10.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"799","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
