"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Bassoon","215","032","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Horn","217","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trumpet","219","063","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trombone","221","089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba","225","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion","227","033","7","3.500","57.1","14.3","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","231","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","025","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","235","026","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Piano","301","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Oboe","309","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Percussion","327","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Viola","333","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","077","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","347","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","348","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","048","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","11","3.871","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organ","403","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","7","3.813","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","045","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","19","3.900","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","409","059","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 269 of 413",""
