"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","20","2.600","20.0","15.0","25.0","5.0","5.0","30.0",".",".",".",".",".",".",".",".",".","."
"","002
101","24","2.396","20.8","12.5","8.3","8.3","20.8","25.0","4.2",".",".",".",".",".",".",".",".","."
"","101
003","17","2.969","29.4","17.6","23.5",".","11.8","5.9","5.9","5.9",".",".",".",".",".",".",".","."
"","101
004","19","2.056","15.8","10.5","15.8","10.5","5.3","10.5","26.3","5.3",".",".",".",".",".",".",".","."
"","101
005","18","1.833",".","11.1","16.7","11.1","27.8","11.1","22.2",".",".",".",".",".",".",".",".","."
"","101
006","13","2.115",".","15.4","38.5","7.7","7.7","7.7","23.1",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","111","2.335","15.3","13.5","19.8","7.2","13.5","16.2","12.6","1.8",".",".",".",".",".",".",".","."
"","112
001","13","2.192","15.4","7.7",".","15.4","46.2",".","15.4",".",".",".",".",".",".",".",".","."
"","112
002","17","1.941","5.9","17.6","11.8","5.9","17.6","23.5","17.6",".",".",".",".",".",".",".",".","."
"","112
004","18","2.353","27.8",".","22.2",".","11.1","22.2","11.1","5.6",".",".",".",".",".",".",".","."
"","112
005","20","2.700","30.0",".","25.0",".","30.0","15.0",".",".",".",".",".",".",".",".",".","."
"","112
006","15","1.833","13.3",".","13.3","6.7","26.7","20.0","20.0",".",".",".",".",".",".",".",".","."
"","112
007","13","2.538","30.8","7.7","15.4","7.7","15.4","7.7","15.4",".",".",".",".",".",".",".",".","."
"","008
112","15","2.033",".",".","46.7","6.7","13.3","20.0","13.3",".",".",".",".",".",".",".",".","."
"","112
009","19","2.974","15.8","15.8","47.4",".","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","112
010","20","2.225","10.0","5.0","20.0","10.0","35.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"","112
011","19","2.474","26.3",".","10.5",".","47.4","15.8",".",".",".",".",".",".",".",".",".","."
"","112
013","17","2.176","11.8",".","35.3","11.8","5.9","23.5","11.8",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","186","2.332","17.2","4.8","23.1","5.4","24.2","15.1","9.7","0.5",".",".",".",".",".",".",".","."
"","113
002","20","2.725","35.0","5.0","15.0","10.0","15.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","113
003","14","2.893","42.9","7.1","21.4",".",".","28.6",".",".",".",".",".",".",".",".",".","."
"","113
004","20","2.600","25.0","5.0","10.0","15.0","35.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","113
006","14","1.893","14.3",".","21.4","7.1","14.3","21.4","21.4",".",".",".",".",".",".",".",".","."
"","113
007","12","2.583","8.3","16.7","25.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".","."
"","113
008","18","2.861","33.3","11.1","16.7","5.6","16.7","16.7",".",".",".",".",".",".",".",".",".","."
"","113
009","13","3.308","53.8","15.4","7.7",".","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"","113
010","17","3.000","29.4","5.9","41.2","5.9","5.9","11.8",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","128","2.734","30.5","7.8","19.5","7.8","15.6","14.8","3.9",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","001
114","85","2.679","15.3","15.3","28.2","5.9","21.2","8.2","4.7","1.2",".",".",".",".",".",".",".","."
"","130
001","24","3.063","29.2","12.5","29.2","8.3","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"","002
130","24","3.348","37.5","12.5","33.3","4.2","8.3",".",".",".",".",".",".",".","4.2",".",".","."
"","130
003","21","3.048","19.0","14.3","47.6","14.3",".",".","4.8",".",".",".",".",".",".",".",".","."
"Math for","Course Total","69","3.154","29.0","13.0","36.2","8.7","8.7","1.4","1.4",".",".",".",".",".","1.4",".",".","."
"","131
001","8","3.250","25.0","12.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","002
131","21","2.714","14.3","4.8","33.3","23.8","14.3","9.5",".",".",".",".",".",".",".",".",".","."
"","131
003","19","3.184","36.8","15.8","31.6",".","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","48","2.990","25.0","10.4","35.4","12.5","10.4","4.2","2.1",".",".",".",".",".",".",".",".","."
"","132
001","10","3.000","20.0","30.0","10.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".","."
"","132
002","20","3.050","25.0",".","60.0",".","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","132
003","17","3.147","29.4","5.9","47.1",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","47","3.074","25.5","8.5","44.7","2.1","17.0","2.1",".",".",".",".",".",".",".",".",".","."
"Algebraic Reasong-Teachng Math","135
001","33","2.909","18.2","18.2","33.3","12.1","6.1","12.1",".",".",".",".",".",".",".",".",".","."
"","141
001","49","2.867","2.0","30.6","36.7","12.2","14.3","2.0","2.0",".",".",".",".",".",".",".",".","."
"","002
141","49","2.816","10.2","12.2","30.6","28.6","16.3","2.0",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","98","2.842","6.1","21.4","33.7","20.4","15.3","2.0","1.0",".",".",".",".",".",".",".",".","."
