"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","39","3.026","25.6","20.5","17.9","15.4","17.9",".","2.6",".",".",".",".",".",".",".",".","."
"","100
002","37","2.959","27.0","18.9","16.2","16.2","13.5","5.4","2.7",".",".",".",".",".",".",".",".","."
"","100
003","35","2.857","17.1","20.0","31.4","2.9","17.1","11.4",".",".",".",".",".",".",".",".",".","."
"","004
100","37","2.784","10.8","18.9","29.7","13.5","18.9","8.1",".",".",".",".",".",".",".",".",".","."
"","100
005","36","2.958","19.4","16.7","36.1","13.9","5.6","5.6","2.8",".",".",".",".",".",".",".",".","."
"","100
006","39","2.829","23.1","15.4","20.5","12.8","15.4","5.1","5.1",".",".",".",".",".",".",".","2.6","."
"","007
100","39","2.949","25.6","15.4","28.2","5.1","17.9","5.1","2.6",".",".",".",".",".",".",".",".","."
"","100
008","33","2.636","18.2","9.1","33.3","9.1","12.1","12.1","6.1",".",".",".",".",".",".",".",".","."
"","100
009","36","3.086","22.2","19.4","30.6","13.9","5.6","5.6",".","2.8",".",".",".",".",".",".",".","."
"","100
010","35","2.671","14.3","14.3","25.7","17.1","14.3","11.4","2.9",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","366","2.879","20.5","16.9","26.8","12.0","13.9","6.8","2.5","0.3",".",".",".",".",".",".","0.3","."
"","211
001","32","2.766","25.0","6.3","28.1","3.1","25.0","12.5",".",".",".",".",".",".",".",".",".","."
"","211
002","26","2.423","15.4","11.5","19.2","11.5","23.1","7.7","11.5",".",".",".",".",".",".",".",".","."
"","003
211","33","2.697","18.2","12.1","27.3","12.1","15.2","12.1","3.0",".",".",".",".",".",".",".",".","."
"","211
004","37","2.958","29.7","10.8","24.3","8.1","13.5","10.8",".",".",".",".",".",".",".",".",".","2.7"
"","005
211","37","2.662","16.2","5.4","43.2","2.7","16.2","13.5","2.7",".",".",".",".",".",".",".",".","."
"","211
006","40","3.213","50.0","10.0","17.5","2.5","10.0","7.5","2.5",".",".",".",".",".",".",".",".","."
"","211
007","39","2.821","15.4","17.9","33.3","2.6","20.5","10.3",".",".",".",".",".",".",".",".",".","."
"","008
211","41","2.476","12.2","7.3","34.1","9.8","12.2","22.0","2.4",".",".",".",".",".",".",".",".","."
"","211
009","42","2.774","14.3","9.5","38.1","11.9","19.0","4.8","2.4",".",".",".",".",".",".",".",".","."
"","211
010","39","2.885","30.8","2.6","30.8","5.1","20.5","10.3",".",".",".",".",".",".",".",".",".","."
"","211
011","25","2.940","20.0","20.0","28.0",".","28.0","4.0",".",".",".",".",".",".",".",".",".","."
"","211
012","33","2.894","27.3","15.2","27.3",".","15.2","15.2",".",".",".",".",".",".",".",".",".","."
"","211
013","40","2.850","25.0","10.0","27.5","10.0","17.5","7.5","2.5",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","464","2.802","23.3","10.3","29.5","6.3","17.7","10.8","1.9",".",".",".",".",".",".",".",".","0.2"
"","300
001","34","2.868","5.9","38.2","17.6","17.6","14.7","2.9","2.9",".",".",".",".",".",".",".",".","."
"","300
002","41","3.163","29.3","22.0","24.4","9.8","4.9","7.3",".",".","2.4",".",".",".",".",".",".","."
"","003
300","35","3.171","31.4","17.1","28.6","5.7","14.3","2.9",".",".",".",".",".",".",".",".",".","."
"","300
004","26","3.280","38.5","15.4","23.1","7.7","7.7","3.8",".","3.8",".",".",".",".",".",".",".","."
"","300
005","24","3.458","37.5","29.2","20.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","27","2.827","14.8","22.2","14.8","18.5","18.5","7.4",".","3.7",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","187","3.117","25.7","24.1","21.9","11.8","10.2","4.3","0.5","1.1","0.5",".",".",".",".",".",".","."
"","301
001","41","3.268","17.1","41.5","24.4","12.2","4.9",".",".",".",".",".",".",".",".",".",".","."
"","301
002","50","3.260","20.0","40.0","24.0","12.0","2.0",".","2.0",".",".",".",".",".",".",".",".","."
"","301
003","32","3.000","18.8","18.8","43.8","6.3","3.1","6.3","3.1",".",".",".",".",".",".",".",".","."
"","301
004","44","3.205","22.7","25.0","34.1","11.4","4.5","2.3",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","167","3.198","19.8","32.3","30.5","10.8","3.6","1.8","1.2",".",".",".",".",".",".",".",".","."
"","302
001","28","3.179","32.1","14.3","25.0","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","302
002","48","3.354","31.3","25.0","35.4","4.2","2.1","2.1",".",".",".",".",".",".",".",".",".","."
"","302
003","30","3.300","23.3","30.0","36.7","3.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","106","3.292","29.2","23.6","33.0","6.6","6.6","0.9",".",".",".",".",".",".",".",".",".","."
"","310
001","47","3.298","29.8","34.0","17.0","4.3","14.9",".",".",".",".",".",".",".",".",".",".","."
"","310
002","42","3.286","31.0","14.3","42.9","4.8","7.1",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","89","3.292","30.3","24.7","29.2","4.5","11.2",".",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","003
329","30","3.125","16.7","20.0","33.3","16.7","6.7",".",".","3.3",".",".",".",".","3.3",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 51 of 413"
